id,original,lexical,syntactic,contextual,Question_ECS
321,"In a week, Rayman works out for half the number of hours Junior takes to work out. Wolverine, their friend, works out for twice the combined total number of hours both Rayman and Junior take during their workouts. Calculate the number of hours Wolverine takes doing her workouts if Rayman does workouts for 10 hours in a week.","Rayman exercises half as many hours per week as Junior. Their friend Wolverine trains for twice the combined total of Rayman’s and Junior’s workout hours. If Rayman works out 10 hours a week, how many hours does Wolverine train?","If Rayman works out 10 hours weekly—half as long as Junior—and Wolverine trains for twice their combined total, how many hours does Wolverine work out?","At their neighborhood gym, Rayman works out half as long as Junior each week. Wolverine trains for twice the total of their workout hours. If Rayman exercises 10 hours weekly, how many hours does Wolverine train?",0.8801671961943308
322,A movie theatre has 250 seats. The cost of a ticket is $6 for an adult and $4 for a child. The theatre is full and contains 188 children. What is the total ticket revenue for this movie session?,"A theater with 250 seats charges $6 per adult and $4 per child. If it’s sold out with 188 children attending, what’s the total amount earned from ticket sales?","If a theater seats 250 people and is full, charging $6 for adults and $4 for children, and 188 of the seats are occupied by children, how much ticket revenue is made?","During a weekend show, a movie theater with 250 seats sells out. Tickets cost $6 for adults and $4 for kids. If 188 children attend, what’s the total ticket revenue?",0.9038397570451101
323,"There were 37 jellybeans in a jar. Pat removed 15 of them. Pat then added 5 of the removed jellybeans back in, and then removed 4 more. How many jellybeans are now in the jar?","A jar initially holds 37 jellybeans. Pat takes out 15, returns 5 of those, then removes 4 more. How many jellybeans remain in the jar?","If there are 37 jellybeans in a jar, and Pat removes 15, adds back 5, and removes 4 again, how many jellybeans are left?","At a candy store, a jar begins with 37 jellybeans. Pat takes out 15, puts 5 back, and later removes 4 more. How many jellybeans are still in the jar?",0.9397780696551005
324,The number of Oreos and cookies in a box is in the ratio 4:9. Zane bought each Oreo at $2 and each cookie at $3. How much more money did Zane spend on buying the cookies than buying the Oreos if the total number of items in the box is 65?,"Oreos and cookies are in a 4:9 ratio in a 65-item box. If Oreos cost $2 each and cookies $3 each, how much more did Zane spend on cookies than on Oreos?","If the ratio of Oreos to cookies is 4 to 9, the total number of items is 65, Oreos cost $2 each, and cookies cost $3 each, how much extra did Zane spend on cookies?","At the grocery store, Zane buys a box with Oreos and cookies in a 4:9 ratio, totaling 65 items. Oreos are $2 each, cookies $3 each. How much more did he spend on cookies?",0.948589156071345
325,"Bill needs to soak his clothes for 4 minutes to get rid of each grass stain and 7 additional minutes to get rid of each marinara stain. If his clothes have 3 grass stains and 1 marinara stain, how long does he need to soak them?","Bill soaks clothes 4 minutes per grass stain and 7 extra minutes for each marinara stain. If he has 3 grass stains and 1 marinara stain, how long must he soak them?","If removing each grass stain takes 4 minutes and each marinara stain adds 7 minutes, and Bill has 3 grass stains plus 1 marinara stain, how long does the soaking take?","After playing outside, Bill’s clothes have 3 grass stains and 1 marinara stain. Each grass stain takes 4 minutes and each marinara one adds 7 minutes. How long should he soak them?",0.8949798941612244
326,Sab and Dane sold 6 pairs of shoes that cost $3 each and 18 shirts that cost $2. How much will each of them earn if they divided their total earning?,"Sab and Dane sold 6 shoe pairs for $3 each and 18 shirts for $2 each. If they split the total profit evenly, how much money does each get?","If Sab and Dane earn money from selling 6 pairs of shoes at $3 apiece and 18 shirts at $2 each, how much does each receive when they divide their total equally?","At a local market, Sab and Dane sold 6 pairs of shoes ($3 each) and 18 shirts ($2 each). They decide to share the money evenly. How much does each get?",0.9197329680124918
327,A cat has nine lives. A dog has 3 less lives than a cat. A mouse has 7 more lives than a dog. How many lives does a mouse have?,"A cat is said to have 9 lives. A dog has 3 fewer than that, and a mouse has 7 more than the dog. How many lives does the mouse have?","If a cat has 9 lives, a dog has 3 fewer, and a mouse has 7 more than the dog, what is the mouse’s total number of lives?","In a riddle about animals, a cat has 9 lives, a dog 3 less, and a mouse 7 more than the dog. How many lives does the mouse have?",0.9372854630152384
328,"A pet shop has 2 puppies and some kittens. A puppy costs $20, and a kitten costs $15. If the stock is worth $100, how many kittens does the pet shop have?","A pet shop owns 2 puppies priced at $20 each and some kittens priced at $15 each. If the total value of all animals is $100, how many kittens are there?","If 2 puppies cost $20 each and kittens cost $15 each, and the total value of the pet shop’s animals is $100, how many kittens are in stock?","At a downtown pet shop, 2 puppies sell for $20 each, while kittens cost $15 apiece. The total inventory is worth $100. How many kittens does the shop have?",0.9363725284735361
329,Katie is making bread that needs 3 pounds of flour. Sheila is making another kind of bread that needs 2 more pounds of flour. How many pounds of flour do they need together?,"Katie’s recipe calls for 3 pounds of flour, while Sheila’s needs 2 pounds more. What’s their total flour requirement?","If Katie uses 3 pounds of flour and Sheila’s recipe requires 2 pounds more, how many pounds do they need in total?","In a weekend baking session, Katie uses 3 pounds of flour, and Sheila’s bread recipe needs 2 pounds more. How much flour do they need together?",0.8792026738325754
330,"A porcelain vase was originally priced at $200 but went on sale for 25% off. If Donna bought the porcelain vase and paid 10% sales tax, how much did she pay in total?",A $200 porcelain vase was discounted by 25%. Donna buys it and pays an extra 10% in sales tax. What total amount does she pay?,"If a porcelain vase originally costs $200, is discounted by 25%, and taxed at 10%, what is Donna’s total payment?","At a home décor shop, a $200 porcelain vase is sold at 25% off. Donna purchases it and adds 10% sales tax. What’s her total payment?",0.9299274285634359
