id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
160,A vietnamese man driving a tractor through a dirt ravine while a woman rides on the back.,"[""man"", ""driving a tractor""]","[""driving a tractor""]","[""man"", ""driving"", ""a tractor""]","[""vietnamese man"", ""driving a tractor""]"
161,Drummers march down the street past onlookers.,"[""down the street""]","[""down the street""]","[""down the street""]","[""march down the street""]"
164,Truck driver driving a eighteen wheeler truck.,"[""Truck driver""]","[""Truck driver""]","[""Truck driver""]","[""Truck driver"", ""driving"", ""a eighteen wheeler truck""]"
165,The child has his mouth open and is surrounded by adults dancing.,"[""mouth open"", ""adults dancing""]","[""mouth open"", ""surrounded by adults dancing""]","[""child"", ""mouth open"", ""adults dancing""]","[""mouth open"", ""surrounded by adults dancing""]"
167,We see a shot of a Korean historical drama with a man in bright red and yellow costume is in the foreground.,"[""bright red and yellow costume""]","[""a man"", ""in bright red and yellow costume""]","[""man"", ""bright red and yellow costume""]","[""a man"", ""in bright red and yellow costume""]"
168,People are checking out at target.,"[""People"", ""checking out"", ""at target""]","[""People"", ""are checking out"", ""at target""]","[""People are checking out at target""]","[""People"", ""checking out"", ""target""]"
169,A motorcyclist speeds down the road.,"[""speeds down the road""]","[""speeds"", ""the road""]","[""A motorcyclist"", ""speeds down"", ""the road""]","[""A motorcyclist speeds down the road""]"
170,A man with a beard& glasses is sleeping on public transportation while wearing a funny cap.,"[""A man"", ""is sleeping"", ""on public transportation""]","[""A man"", ""sleeping"", ""on public transportation""]","[""A man"", ""is sleeping"", ""on public transportation""]","[""A man"", ""is sleeping"", ""public transportation""]"
171,A baseball player swings at an oncoming ball while the catcher gets ready and the umpire looks on.,"[""A baseball player"", ""swings at an oncoming ball"", ""the catcher"", ""the umpire""]","[""A baseball player"", ""swings at an oncoming ball"", ""the catcher"", ""the umpire""]","[""A baseball player"", ""swings at an oncoming ball""]","[""A baseball player swings"", ""the catcher gets ready"", ""the umpire looks on""]"
173,"Eleven people gather in lake, group on left are male and conversing, group on right, male and female, walking further out into lake.","[""people"", ""lake""]","[""in lake"", ""into lake""]","[""people"", ""lake""]","[""people"", ""lake""]"
174,A group of men finish a fund raising run for Haiti in 28:24.,"[""28:24""]","[""a fund raising run""]","[""fund raising run""]","[""28:24""]"
175,Three guys sitting on a sandy beach near the water and one is talking to the two little girls.,"[""Three guys"", ""sitting"", ""on a sandy beach"", ""near the water""]","[""Three guys sitting"", ""on a sandy beach"", ""near the water""]","[""Three guys"", ""sitting"", ""sandy beach"", ""near the water""]","[""Three guys"", ""sitting"", ""sandy beach"", ""near the water""]"
177,Two young barefooted girls are climbing an old lava flow with their father and mother following close behind.,"[""Two young barefooted girls"", ""father"", ""mother"", ""climbing"", ""an old lava flow""]","[""Two young barefooted girls"", ""father and mother"", ""climbing"", ""an old lava flow""]","[""Two young barefooted girls"", ""climbing"", ""old lava flow"", ""father and mother""]","[""Two young barefooted girls"", ""father and mother"", ""climbing"", ""an old lava flow""]"
179,Two girls are carrying a shoe each in their hands while walking down the road wearing a sports costume.,"[""Two girls"", ""carrying a shoe each"", ""walking"", ""wearing a sports costume""]","[""Two girls"", ""carrying a shoe"", ""walking"", ""wearing a sports costume""]","[""Two girls"", ""carrying a shoe each in their hands"", ""walking down the road"", ""wearing a sports costume""]","[""Two girls"", ""carrying a shoe each in their hands"", ""walking down the road"", ""wearing a sports costume""]"
180,A warmly dressed man stands with a carving station on the street in front of his rotisserie machine.,"[""warmly dressed"", ""carving station"", ""rotisserie machine""]","[""warmly dressed"", ""rotisserie machine""]","[""warmly dressed"", ""man"", ""stands"", ""in front of his rotisserie machine""]","[""warmly dressed"", ""in front of his rotisserie machine""]"
181,A man is sitting outside a cafe on a stepladder,"[""sitting"", ""outside a cafe"", ""stepladder""]","[""sitting"", ""on a stepladder"", ""outside a cafe""]","[""sitting"", ""stepladder"", ""outside a cafe""]","[""sitting"", ""stepladder"", ""outside a cafe""]"
182,Person dressed in black with a blue hat next to several cats outside.,"[""cats""]","[""cats"", ""outside""]","[""cats""]","[""cats""]"
183,A fireman begins to cross the street towards the fire.,"[""the fire""]","[""fire""]","[""fireman"", ""towards the fire""]","[""fireman"", ""towards the fire""]"
184,A lot of people gathered in a park.,"[""A lot of people""]","[""A lot of people""]","[""A lot of people""]","[""A lot of people"", ""gathered""]"
185,A young woman in a bikini holding a bottle is goofing around and kicking a man in a straw hat.,"[""goofing around"", ""kicking""]","[""goofing around"", ""kicking a man""]","[""woman"", ""kicking"", ""man"", ""goofing around""]","[""goofing around and kicking a man""]"
186,A couple in black coats is looking at the camera with pleasant expressions on their faces.,"[""A couple"", ""pleasant expressions"", ""looking at the camera""]","[""A couple"", ""pleasant expressions"", ""looking at the camera""]","[""A couple"", ""is looking at the camera"", ""pleasant expressions on their faces""]","[""is looking at the camera"", ""pleasant expressions""]"
187,A smiling middle-aged man wearing over-sized red sunglasses and a colorful patterned shirt sits in the grass in front of a blue-green backdrop.,"[""smiling"", ""man""]","[""smiling middle-aged man""]","[""smiling""]","[""smiling"", ""man""]"
188,Some people are swimming in water; one has goggles on.,"[""goggles on""]","[""goggles""]","[""goggles on"", ""water""]","[""goggles on""]"
189,"A gentleman is hanging from a window, cleaning the outside of the window, while a gentleman on the inside watches.","[""gentleman"", ""hanging""]","[""gentleman is hanging from a window""]","[""A gentleman is hanging from a window""]","[""gentleman"", ""hanging from a window""]"
190,A man in a colorful t-shirt is standing at an outside food stall.,"[""A man"", ""is standing"", ""food stall""]","[""A man"", ""standing at"", ""an outside food stall""]","[""A man"", ""is standing"", ""at an outside food stall""]","[""A man"", ""standing"", ""an outside food stall""]"
191,Two women are sitting at a makeshift table.,"[""Two women"", ""sitting at a makeshift table""]","[""Two women"", ""sitting"", ""a makeshift table""]","[""Two women"", ""sitting"", ""makeshift table""]","[""Two women"", ""sitting"", ""table""]"
193,A man and two small children laying on a tiled floor.,"[""laying on a tiled floor""]","[""laying on a tiled floor"", ""tiled floor""]","[""laying on a tiled floor""]","[""A man and two small children"", ""laying on a tiled floor""]"
194,a number of people standing on the sidewalk along side the front doors of a transit bus,"[""people"", ""standing"", ""along side"", ""front doors"", ""transit bus""]","[""people"", ""standing"", ""front doors of a transit bus""]","[""people standing"", ""sidewalk"", ""front doors of a transit bus""]","[""people standing"", ""sidewalk along side"", ""front doors of a transit bus""]"
195,A small child bangs a metal pan with a red and tan wooden hammer.,"[""A small child bangs a metal pan with a red and tan wooden hammer.""]","[""A small child bangs a metal pan with a red and tan wooden hammer.""]","[""child bangs a metal pan with a red and tan wooden hammer""]","[""A small child"", ""bangs a metal pan with a red and tan wooden hammer""]"
196,Snow is being kicked up by the board.,"[""Snow"", ""kicked up""]","[""Snow is being kicked up""]","[""Snow"", ""kicked up""]","[""Snow"", ""kicked up"", ""by the board""]"
198,Two people in lawn chairs reading books.,"[""Two people""]","[""Two people""]","[""Two people"", ""in lawn chairs"", ""reading books""]","[""Two people""]"
199,"Two male clowns, one in a plaid suit and the other in black, performing a musical number in a theater setting.","[""performing a musical number"", ""in a theater setting""]","[""clowns"", ""performing a musical number"", ""in a theater setting""]","[""clowns"", ""performing"", ""in a theater setting""]","[""performing a musical number"", ""in a theater setting""]"
200,Father and daughter sitting down on bench and talking peacefully at a beautiful park.,"[""Father and daughter"", ""sitting"", ""talking"", ""park""]","[""Father and daughter"", ""sitting down"", ""talking""]","[""Father and daughter"", ""sitting down"", ""talking""]","[""Father and daughter"", ""sitting down"", ""talking""]"
202,People are standing watching something and taking pictures.,"[""watching""]","[""watching something""]","[""People"", ""standing"", ""watching something""]","[""People"", ""standing"", ""watching something""]"
204,A man in a red shirt sits atop a mountain.,"[""sits atop"", ""a mountain""]","[""man"", ""sits atop a mountain""]","[""man"", ""sits atop a mountain""]","[""man"", ""sits"", ""atop a mountain""]"
205,A policeman stands at the corner of an office building while keeping watch on a red fire hydrant.,"[""A policeman"", ""keeping watch on a red fire hydrant""]","[""A policeman"", ""stands"", ""keeping watch"", ""red fire hydrant""]","[""A policeman"", ""keeping watch on"", ""a red fire hydrant""]","[""policeman"", ""keeping watch on"", ""red fire hydrant""]"
206,People are on stage playing music to a group of people.,"[""People"", ""on stage"", ""playing music"", ""to a group of people""]","[""People"", ""on stage"", ""playing music""]","[""People are on stage playing music"", ""to a group of people""]","[""People"", ""on stage"", ""playing music"", ""a group of people""]"
207,A man in a hat riding a bucking horse.,"[""man"", ""riding"", ""bucking horse""]","[""A man"", ""riding a bucking horse""]","[""man"", ""riding"", ""bucking horse""]","[""man"", ""riding"", ""bucking horse""]"
208,A portly man in an orange jumpsuit standing next to a woman in gray on the highway with a motorcycle laying on its side in the middle of the highway.,"[""man"", ""woman"", ""standing"", ""on the highway"", ""motorcycle laying on its side""]","[""man"", ""standing next to"", ""woman"", ""motorcycle"", ""highway""]","[""man"", ""woman"", ""standing"", ""on the highway"", ""motorcycle laying on its side""]","[""man"", ""standing"", ""woman"", ""on the highway"", ""motorcycle""]"
209,A girl in a red and black striped shirt sits on a brick wall in front of a tropical plant.,"[""A girl"", ""sits on a brick wall""]","[""girl"", ""sits on a brick wall""]","[""A girl"", ""sits on a brick wall""]","[""A girl"", ""sits"", ""on a brick wall""]"
210,A woman wearing glasses holds a young child.,"[""A woman"", ""wearing glasses"", ""holds"", ""a young child""]","[""holds a young child""]","[""A woman"", ""holds"", ""a young child""]","[""holds a young child""]"
