id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
731,A bride laughs as she cuts her cake with her groom in front of palm bushes.,"[""cuts her cake""]","[""cuts her cake""]","[""laughs"", ""cuts her cake""]","[""bride"", ""laughs"", ""cuts her cake"", ""groom""]"
733,A group of children pointing at something unseen.,"[""A group of children"", ""pointing""]","[""pointing""]","[""A group of children"", ""pointing""]","[""A group of children"", ""pointing""]"
734,Four females stand on the tip of their toes while practicing ballet in front of a black backdrop.,"[""practicing ballet""]","[""practicing ballet""]","[""practicing ballet"", ""black backdrop""]","[""practicing ballet"", ""in front of a black backdrop""]"
736,A man in a blue shirt is holding a construction hat.,"[""holding a construction hat"", ""holding""]","[""holding"", ""construction hat""]","[""holding a construction hat""]","[""A man"", ""holding"", ""a construction hat""]"
737,A man with facial hair works on some sort of stone sculpture.,"[""works on some sort of stone sculpture""]","[""works on""]","[""works on some sort of stone sculpture""]","[""works on some sort of stone sculpture""]"
738,A group of African Americans gather a street vendor.,"[""African Americans"", ""gather a street vendor""]","[""African Americans"", ""gather"", ""a street vendor""]","[""A group of African Americans"", ""gather"", ""a street vendor""]","[""African Americans"", ""gather"", ""a street vendor""]"
740,A girl in motion on snow-covered ground.,"[""A girl"", ""in motion"", ""on snow-covered ground""]","[""A girl"", ""in motion"", ""snow-covered ground""]","[""A girl"", ""in motion"", ""snow-covered ground""]","[""girl"", ""snow-covered ground""]"
741,a smiling woman in a peach tank top stands holding a mountain bike,"[""stands holding a mountain bike""]","[""stands holding a mountain bike""]","[""woman"", ""stands holding a mountain bike""]","[""stands"", ""holding a mountain bike""]"
742,A man is working on the coal car of a train.,"[""working on the coal car""]","[""working on"", ""coal car""]","[""working on the coal car""]","[""working on the coal car""]"
743,Dark nightclub with chairs.,"[""Dark nightclub""]","[""Dark"", ""nightclub""]","[""Dark nightclub""]","[""Dark nightclub""]"
744,There is a family sitting outside in the shade.,"[""in the shade""]","[""in the shade""]","[""in the shade""]","[""in the shade""]"
745,A bald man with glasses is cutting into a turkey on the dinner table.,"[""bald man"", ""cutting into a turkey"", ""dinner table""]","[""A bald man with glasses"", ""cutting into a turkey"", ""on the dinner table""]","[""A bald man with glasses"", ""cutting into"", ""turkey"", ""on the dinner table""]","[""bald man with glasses"", ""cutting into a turkey"", ""on the dinner table""]"
746,Two men fight in a ring while spectators look on.,"[""Two men fight""]","[""fight""]","[""Two men fight""]","[""Two men fight""]"
747,A man is sitting on a motorcycle on the sidewalk.,"[""A man"", ""is sitting"", ""on a motorcycle"", ""on the sidewalk""]","[""A man"", ""is sitting"", ""on a motorcycle"", ""on the sidewalk""]","[""A man"", ""sitting"", ""on a motorcycle"", ""on the sidewalk""]","[""A man"", ""is sitting"", ""on a motorcycle"", ""on the sidewalk""]"
748,People are flying kite on a beach.,"[""on a beach""]","[""beach""]","[""People"", ""on a beach""]","[""on a beach""]"
749,An climber is ascending an ice covered rock face.,"[""climber"", ""ascending""]","[""ascending"", ""an ice covered rock face""]","[""An climber"", ""is ascending""]","[""climber"", ""ascending""]"
751,An older boy holding the ears of a younger boy.,"[""holding the ears""]","[""An older boy"", ""holding the ears"", ""a younger boy""]","[""holding the ears""]","[""An older boy"", ""holding the ears"", ""a younger boy""]"
752,A man is carrying a white pole next to a big fan on the side of the road.,"[""A man"", ""is carrying"", ""a white pole""]","[""carrying a pole""]","[""a man is carrying a white pole""]","[""A man is carrying a white pole""]"
753,A big tan dog lays on the ground looking to the side.,"[""dog"", ""lays on the ground"", ""big tan""]","[""dog"", ""lays on the ground"", ""looking to the side""]","[""dog"", ""lays on the ground"", ""looking to the side""]","[""lays on the ground"", ""looking to the side""]"
754,An Asian man with dark hair wearing a dark shirt riding the subway.,"[""riding the subway""]","[""the subway""]","[""riding the subway""]","[""riding the subway""]"
755,A large group of people walking on a dirt path in the woods with trees on both sides.,"[""walking on a dirt path in the woods""]","[""group of people"", ""walking"", ""woods""]","[""walking on a dirt path in the woods"", ""in the woods""]","[""walking on a dirt path"", ""woods""]"
757,A person's hand is cracking an egg and the yolk is falling out.,"[""A person's hand""]","[""A person's hand"", ""cracking an egg""]","[""hand"", ""cracking an egg""]","[""cracking an egg""]"
759,A man standing by a yellow sign.,"[""by a yellow sign""]","[""standing by"", ""yellow sign""]","[""yellow sign""]","[""yellow sign""]"
760,A man sitting on a ledge eating an apple.,"[""man"", ""eating an apple""]","[""A man"", ""eating an apple""]","[""A man"", ""eating"", ""an apple""]","[""man"", ""eating an apple""]"
761,Four men are sitting near a tree talking while another stands looking at a body of water and another is rowing a boat.,"[""Four men are sitting near a tree"", ""another stands looking at a body of water"", ""another is rowing a boat""]","[""Four men are sitting near a tree"", ""another stands looking at a body of water"", ""another is rowing a boat""]","[""Four men are sitting near a tree"", ""another"", ""body of water"", ""another""]","[""Four men"", ""another"", ""near a tree"", ""body of water"", ""another"", ""rowing a boat""]"
762,A young woman is drawing with a Sharpie marker.,"[""Sharpie marker""]","[""Sharpie marker""]","[""Sharpie marker""]","[""Sharpie marker""]"
763,Three people gardening in a backyard.,"[""Three"", ""people"", ""gardening"", ""in a backyard""]","[""Three people gardening""]","[""Three people"", ""gardening""]","[""Three people"", ""gardening""]"
764,A crowd is gathering around a large fire at night.,"[""gathering around a large fire""]","[""around a large fire""]","[""gathering around a large fire""]","[""gathering around a large fire""]"
765,A chef on a unicycle juggles through a crowd of spectators.,"[""on a unicycle""]","[""on a unicycle""]","[""on a unicycle"", ""through a crowd""]","[""on a unicycle""]"
767,A man in yellow shorts throws down grains of rice in a rice paddy field.,"[""A man"", ""rice paddy field""]","[""man"", ""rice paddy field""]","[""A man"", ""in a rice paddy field""]","[""man"", ""rice paddy field""]"
768,"Two firemen wearing hard hats in Bangrak, their uniforms have Rescue written on them, fighting a fire with water hose.","[""firemen"", ""fighting a fire with water hose""]","[""firemen"", ""fighting a fire""]","[""firemen"", ""fighting a fire""]","[""firemen"", ""fighting a fire""]"
769,A young boy dives onto a water toy.,"[""water toy""]","[""water toy""]","[""water toy""]","[""water toy""]"
770,A girl in pink smiling for the camera.,"[""A girl"", ""smiling for the camera""]","[""smiling"", ""camera""]","[""A girl"", ""smiling"", ""for the camera""]","[""A girl"", ""smiling"", ""for the camera""]"
771,A man in a white and black uniform carries luggage and blankets across a sidewalk outside of a red bricked building.,"[""carries luggage and blankets""]","[""carries luggage and blankets""]","[""carries luggage and blankets""]","[""man"", ""carries"", ""luggage"", ""blankets""]"
772,A young man wearing a plaid shirt sings into the microphone and plays his guitar.,"[""sings"", ""plays his guitar""]","[""sings"", ""plays his guitar""]","[""sings"", ""plays his guitar""]","[""sings"", ""plays his guitar""]"
774,A woman is singing and playing guitar.,"[""A woman"", ""singing"", ""playing guitar""]","[""A woman"", ""singing"", ""playing guitar""]","[""woman"", ""singing"", ""playing guitar""]","[""A woman"", ""singing"", ""playing guitar""]"
775,A man in all black holds on to a railing while a white dog wraps itself about his legs.,"[""man"", ""dog""]","[""man"", ""dog""]","[""man"", ""all black"", ""holds on to"", ""railing"", ""white dog"", ""wraps itself about"", ""his legs""]","[""man"", ""dog""]"
776,A young boy smiling in the woods.,"[""boy"", ""woods""]","[""boy"", ""smiling"", ""in the woods""]","[""A young boy"", ""in the woods""]","[""boy"", ""in the woods""]"
777,A man works on installing a floor.,"[""man"", ""installing a floor""]","[""installing a floor""]","[""floor""]","[""installing a floor""]"
779,Two women and two small girls are looking over books in a library.,"[""Two women"", ""two small girls"", ""in a library""]","[""Two women"", ""two small girls"", ""in a library""]","[""Two women"", ""two small girls"", ""in a library""]","[""Two women"", ""two small girls"", ""in a library""]"
780,Someone is looking out their window watching the mailman deliver their mail and drive on to the next house.,"[""Someone""]","[""Someone""]","[""Someone""]","[""Someone""]"
781,Two men with dreadlocks sit on the street while a man in a hat and a man in a leather jacket stand behind them.,"[""Two men"", ""a man"", ""a man"", ""on the street""]","[""Two men"", ""a man"", ""a man"", ""on the street""]","[""Two men"", ""a man"", ""a man"", ""on the street"", ""behind them""]","[""Two men"", ""a man"", ""a man"", ""on the street""]"
782,five girls dressed alike,"[""five"", ""girls"", ""dressed alike""]","[""girls"", ""dressed alike""]","[""girls"", ""dressed alike""]","[""girls"", ""dressed alike""]"
784,A group of performers are attracting a room full of audience members with their notes of music.,"[""attracting"", ""notes of music""]","[""attracting"", ""notes of music""]","[""performers"", ""attracting a room full of audience members"", ""notes of music""]","[""attracting"", ""audience members"", ""notes of music""]"
786,A group of young children in wheelchairs pull each other through a small village as they are photographed.,"[""are photographed""]","[""A group"", ""young children"", ""photographed""]","[""a group of young children"", ""as they are photographed""]","[""children"", ""are photographed""]"
790,A man in an orange uniform standing in front of a building that is billowing smoke.,"[""A man in an orange uniform"", ""building that is billowing smoke""]","[""orange uniform"", ""standing in front of a building"", ""billowing smoke""]","[""A man"", ""orange uniform"", ""standing in front of a building"", ""billowing smoke""]","[""man in an orange uniform"", ""building that is billowing smoke""]"
793,An elderly woman serving bread to a man and a woman dressed in blue t-shirts and light brown pants,"[""An elderly woman"", ""serving bread"", ""a man"", ""a woman""]","[""An elderly woman serving bread to a man and a woman""]","[""An elderly woman"", ""serving bread"", ""a man"", ""a woman""]","[""An elderly woman"", ""serving bread"", ""a man"", ""a woman""]"
794,Military personnel with giant scissors standing under a' Grand Opening' sign.,"[""standing under""]","[""personnel"", ""standing under"", ""sign""]","[""standing under""]","[""under"", ""a' Grand Opening' sign""]"
795,A man is standing in front of a large gear.,"[""A man is standing in front of a large gear""]","[""A man"", ""is standing in front of a large gear""]","[""A man"", ""a large gear""]","[""man"", ""standing"", ""large gear""]"
796,A man wearing a hat is fishing off of a dock.,"[""is fishing""]","[""fishing""]","[""fishing""]","[""fishing""]"
797,Workers with white t-shirts measure a wooden board.,"[""Workers"", ""measure a wooden board""]","[""measure a wooden board""]","[""Workers"", ""measure"", ""a board""]","[""measure a wooden board""]"
798,"A festive occasion with an ostrich walking in the street, with balloons in the air and people in colored hats.","[""ostrich"", ""in the street""]","[""ostrich"", ""in the street""]","[""ostrich"", ""in the street""]","[""ostrich"", ""walking in the street""]"
799,Two women in short-shorts and high heels are walking.,"[""Two women"", ""walking""]","[""women"", ""walking""]","[""women"", ""walking""]","[""women"", ""walking""]"
800,A smiling cook is putting sausages on the grill.,"[""putting sausages on the grill""]","[""cook"", ""putting sausages on the grill""]","[""cook"", ""putting sausages on the grill""]","[""putting sausages on the grill""]"
