id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
639,Two groups are canoeing on a river overlooking a mountain.,"[""canoeing"", ""a river overlooking a mountain""]","[""groups"", ""canoeing"", ""river"", ""mountain""]","[""canoeing"", ""Two groups""]","[""canoeing"", ""river"", ""mountain""]"
640,Two girls are sitting on an ATV on the sand in front of a bridge.,"[""sitting"", ""in front of a bridge"", ""sitting on an ATV""]","[""sitting"", ""in front of a bridge"", ""girls"", ""ATV""]","[""sitting"", ""on an ATV""]","[""sitting"", ""sand in front of a bridge""]"
641,A man in a domino mask carries an amplifier up a hill.,"[""A man in a domino mask carries an amplifier up a hill""]","[""A man in a domino mask"", ""carries an amplifier up a hill""]","[""A man in a domino mask"", ""carries"", ""an amplifier"", ""up a hill""]","[""man in a domino mask"", ""carries an amplifier up a hill""]"
642,Blond mother holding her child in her arms at the aquarium.,"[""Blond mother"", ""holding her child""]","[""Blond mother"", ""holding her child""]","[""Blond mother"", ""holding her child""]","[""Blond mother"", ""holding her child"", ""child""]"
643,A scientist really deep into his experiment.,"[""A scientist"", ""really deep into his experiment""]","[""scientist"", ""really deep into his experiment""]","[""scientist"", ""experiment"", ""deep into his experiment""]","[""A scientist"", ""really deep into his experiment""]"
644,"A woman is holding a toy snake, she is on stage with a guy speaking through a microphone, and a man in clown makeup holding a guitar.","[""A woman"", ""she is on stage"", ""with a guy speaking through a microphone"", ""and a man in clown makeup""]","[""A woman"", ""on stage"", ""a guy speaking through a microphone"", ""a man in clown makeup holding a guitar""]","[""A woman"", ""on stage"", ""a guy speaking"", ""a man in clown makeup"", ""a toy snake""]","[""on stage""]"
646,Man cutting into a piece of meat with a fork and knife.,"[""cutting"", ""fork"", ""knife""]","[""cutting"", ""fork and knife""]","[""Man"", ""cutting"", ""fork"", ""knife""]","[""cutting"", ""fork"", ""knife""]"
647,Three ladies are conducting scientific research.,"[""ladies"", ""conducting scientific research""]","[""ladies"", ""conducting scientific research""]","[""ladies"", ""conducting scientific research""]","[""ladies"", ""conducting scientific research""]"
648,A woman standing in a red bikini on a outdoor sand volleyball court.,"[""red bikini""]","[""red bikini"", ""outdoor sand volleyball court""]","[""red bikini""]","[""red""]"
649,An official man walking two twin girls across a street.,"[""official man"", ""walking two twin girls across a street""]","[""official man"", ""walking"", ""two twin girls""]","[""official man"", ""walking two twin girls across a street""]","[""official man"", ""walking"", ""two twin girls""]"
650,A group of people walk up a sloping trail lined with trees.,"[""A group of people"", ""walk up a sloping trail lined with trees""]","[""walk up a sloping trail lined with trees""]","[""A group of people"", ""walk up a sloping trail lined with trees""]","[""walk up a sloping trail"", ""trees""]"
652,A female gymnast wearing a red leotard on a balance beam with arms raised over her head.,"[""wearing"", ""on a balance beam"", ""with arms raised""]","[""A female gymnast"", ""red leotard"", ""balance beam"", ""arms raised over her head""]","[""gymnast"", ""wearing a red leotard"", ""on a balance beam"", ""arms raised over her head""]","[""gymnast"", ""red leotard"", ""balance beam""]"
654,Two woman are reviewing a paper.,"[""woman"", ""reviewing a paper""]","[""woman"", ""reviewing a paper""]","[""woman"", ""reviewing a paper""]","[""woman"", ""reviewing a paper""]"
655,Blond-haired toddler boy explores a traffic cone.,"[""Blond-haired toddler boy"", ""explores a traffic cone""]","[""toddler boy"", ""traffic cone"", ""explores""]","[""toddler boy"", ""explores"", ""traffic cone""]","[""toddler boy"", ""explores"", ""traffic cone""]"
656,Two men that are in a match with one another.,"[""in a match""]","[""in a match""]","[""match""]","[""in a match with one another""]"
657,The back of a woman's head on a train.,"[""on a train""]","[""a woman's head"", ""on a train""]","[""on a train""]","[""on a train""]"
659,A boy kicks a soccer ball outside of a hotel.,"[""a soccer ball""]","[""boy"", ""kicks a soccer ball""]","[""boy"", ""kicks"", ""a soccer ball""]","[""boy"", ""kicks"", ""soccer ball""]"
660,A child gets her face painted by a older woman.,"[""face painted""]","[""gets her face painted""]","[""gets her face painted""]","[""face painted"", ""older woman""]"
661,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,"[""woman"", ""using a spinning wheel""]","[""woman"", ""using a spinning wheel""]","[""woman"", ""using a spinning wheel""]","[""woman"", ""using a spinning wheel""]"
662,A drummer playing a red drum set.,"[""red drum set""]","[""red"", ""drum set""]","[""red drum set""]","[""red drum set""]"
664,a group of people inside a building that overlooks a large mountain,"[""a group of people"", ""inside a building"", ""overlooks"", ""large mountain""]","[""a group of people"", ""inside a building"", ""overlooks a large mountain""]","[""a group of people"", ""a building that overlooks a large mountain""]","[""a group of people"", ""inside a building"", ""overlooks a large mountain""]"
665,A man casually sits on a chair and talks on the cellphone as there is a bus in the background.,"[""sits on a chair"", ""talks on the cellphone"", ""bus in the background""]","[""A man"", ""sits on a chair"", ""talks on the cellphone"", ""a bus in the background""]","[""sits on a chair and talks on the cellphone"", ""bus""]","[""talks on the cellphone"", ""a bus in the background""]"
666,Street performers being watched by an interested crowd.,"[""Street performers"", ""interested crowd""]","[""Street performers"", ""watched""]","[""Street performers"", ""being watched"", ""crowd""]","[""Street performers"", ""being watched"", ""interested crowd""]"
667,A group of four friends are drinking alcohol at a party.,"[""drinking alcohol""]","[""alcohol"", ""four""]","[""A group of four friends"", ""drinking alcohol""]","[""drinking alcohol""]"
668,"The Whatcom Warrior's Goalie is focused on the puck, in front of the goal post.","[""in front of the goal post""]","[""Goalie"", ""in front of the goal post""]","[""Goalie"", ""in front of the goal post"", ""goal post""]","[""Goalie"", ""in front of the goal post""]"
670,A black dog leaps through the snow near a fence.,"[""leaps"", ""near a fence""]","[""leaps"", ""snow"", ""black dog""]","[""leaps through the snow"", ""near a fence""]","[""black dog"", ""leaps"", ""through the snow""]"
671,A woman is walking her baby with a stroller at the local park.,"[""A woman"", ""her baby"", ""local park"", ""walking"", ""stroller""]","[""woman"", ""baby"", ""stroller"", ""walking""]","[""A woman"", ""her baby"", ""a stroller"", ""at the local park"", ""walking her baby with a stroller""]","[""woman"", ""baby"", ""stroller"", ""park""]"
672,Two toddles play in a colorful padded play area.,"[""toddles""]","[""Two toddles"", ""colorful padded play area""]","[""toddles""]","[""Two toddles"", ""play area""]"
673,A couple embracing while standing in a shaft of light.,"[""embracing"", ""light""]","[""embracing"", ""light""]","[""embracing"", ""shaft of light""]","[""embracing"", ""light""]"
674,"A man sits on a beach wearing swim trunks and a lei, holding a blue umbrella over his head.","[""swim trunks"", ""lei"", ""umbrella"", ""sits"", ""beach""]","[""swim trunks"", ""lei"", ""umbrella""]","[""sits"", ""on a beach"", ""swim trunks"", ""lei"", ""umbrella""]","[""swim trunks"", ""lei"", ""umbrella"", ""sits"", ""beach""]"
676,Two girls play outside with chalk.,"[""play"", ""chalk""]","[""play outside with chalk""]","[""play"", ""outside"", ""chalk""]","[""play"", ""chalk""]"
677,Man working with metal and a burning fire at his side.,"[""working with metal"", ""burning fire""]","[""Man"", ""working with metal"", ""a burning fire"", ""at his side""]","[""Man"", ""working with metal"", ""fire"", ""at his side""]","[""working with metal"", ""fire""]"
679,A man reading a newspaper is leaning up against a purple wall with graffiti.,"[""reading a newspaper"", ""leaning up against a purple wall with graffiti""]","[""reading a newspaper""]","[""reading a newspaper""]","[""reading a newspaper""]"
680,Men in uniforms talking in front of a building.,"[""Men in uniforms"", ""in front of a building"", ""talking""]","[""Men in uniforms"", ""in front of a building"", ""talking""]","[""Men in uniforms"", ""a building""]","[""Men in uniforms"", ""in front of a building"", ""talking""]"
681,hockey match with two guys fighting,"[""hockey match"", ""fighting""]","[""hockey match"", ""two guys fighting""]","[""hockey match""]","[""hockey match"", ""two guys fighting""]"
683,A child is playing in the sand.,"[""child"", ""playing in the sand""]","[""child"", ""playing in the sand""]","[""child"", ""playing""]","[""child"", ""playing"", ""in the sand""]"
684,"A group of children that are either sitting or standing in a line, while two are holding a round object.","[""in a line""]","[""in a line"", ""holding a round object""]","[""in a line""]","[""in a line"", ""two are holding a round object""]"
685,A man and a woman standing on a street corner.,"[""man"", ""woman""]","[""man"", ""woman""]","[""man"", ""woman"", ""street corner""]","[""man"", ""woman""]"
689,Two young women pull out their pocketbooks to pay their waitress.,"[""pay"", ""waitress""]","[""pay"", ""waitress""]","[""to pay""]","[""pull out their pocketbooks"", ""pay their waitress""]"
691,A man holds his young daughter on his shoulders walking on a boardwalk in the evening.,"[""holds his young daughter on his shoulders""]","[""holds""]","[""man"", ""holds"", ""his young daughter""]","[""A man"", ""holds"", ""his young daughter"", ""on his shoulders""]"
692,A homeless man holding a sign.,"[""homeless man"", ""holding a sign""]","[""homeless man"", ""holding a sign""]","[""homeless man"", ""holding a sign""]","[""homeless man"", ""holding a sign""]"
693,A man with chin-length light hair works on a sculpture.,"[""man"", ""works on a sculpture""]","[""man"", ""works on a sculpture""]","[""works on a sculpture""]","[""works on a sculpture""]"
694,An elderly man is shaving another elderly man with a straight razor,"[""shaving"", ""straight razor""]","[""shaving"", ""straight razor""]","[""An elderly man"", ""shaving"", ""another elderly man"", ""with a straight razor""]","[""An elderly man"", ""shaving"", ""another elderly man"", ""a straight razor""]"
695,A woman in a black jacket walking in black boots and jeans with a brown handbag on her shoulder.,[],"[""woman"", ""black jacket"", ""black boots"", ""jeans"", ""brown handbag""]","[""A woman"", ""black jacket"", ""black boots"", ""jeans"", ""brown handbag""]","[""a brown handbag""]"
697,Here is a picture of a man kissing his wife at a park and his wife is taking a picture of them kissing.,"[""man"", ""kissing"", ""wife"", ""taking a picture""]",[],"[""kissing"", ""his wife"", ""taking a picture"", ""them kissing""]","[""kissing"", ""taking a picture"", ""a park""]"
698,In a martial arts demonstration a man with two swords faces a woman with a Chinese spear.,"[""man"", ""two swords"", ""martial arts demonstration""]","[""martial arts demonstration"", ""man with two swords""]","[""a man with two swords"", ""a woman with a Chinese spear""]","[""demonstration"", ""two swords"", ""a woman with a Chinese spear""]"
699,a lady and a kid in a strawberry ride,"[""a lady"", ""a kid"", ""in a"", ""ride""]","[""lady"", ""kid"", ""in a strawberry ride""]","[""a lady"", ""and"", ""a kid"", ""in a"", ""ride""]","[""a lady"", ""a kid"", ""in a strawberry ride""]"
700,People gathering outside with signs.,"[""People gathering"", ""signs""]","[""People"", ""gathering"", ""outside"", ""signs""]","[""People"", ""gathering"", ""signs""]","[""People"", ""gathering"", ""outside"", ""signs""]"
701,A man with tattoo's is reflecting light to a stage.,"[""man with tattoo's""]","[""with tattoo's""]","[""man with tattoo's""]","[""with tattoo's""]"
702,"Three kids, one holding a closed umbrella, run around on a sidewalk next to a river.","[""one holding a closed umbrella"", ""run around""]","[""kids"", ""holding a closed umbrella"", ""run around""]","[""one holding a closed umbrella"", ""run around""]","[""one holding a closed umbrella"", ""run around""]"
703,This is an Asian Woman looking at shoes to purchase at a local swap meet.,"[""Asian Woman"", ""local swap meet"", ""looking at shoes to purchase""]","[""Asian Woman"", ""local swap meet""]","[""Asian Woman"", ""local swap meet"", ""looking at shoes to purchase""]","[""Asian Woman"", ""local swap meet"", ""looking at shoes to purchase""]"
704,"A dad and his son, both in green, smile in a field of flowers.","[""A dad and his son"", ""smile"", ""in a field of flowers""]","[""dad"", ""son"", ""smile"", ""in a field of flowers""]","[""smile"", ""field of flowers""]","[""A dad and his son"", ""smile"", ""field of flowers""]"
705,A man preparing food in a kitchen.,"[""man"", ""kitchen""]","[""man"", ""preparing food"", ""in a kitchen""]","[""man""]","[""man"", ""preparing food""]"
706,A woman cooking in a big pan outside.,"[""woman"", ""cooking""]","[""woman cooking"", ""cooking in a big pan""]","[""cooking"", ""woman"", ""big pan""]","[""cooking"", ""pan""]"
707,1 guys running with a white ball football in sand while another chases him.,"[""sand""]","[""sand"", ""football""]","[""guys"", ""running with a white ball football"", ""sand""]","[""sand""]"
708,A woman is standing near a public phone outside a bookstore on a city street.,"[""A woman"", ""standing near"", ""a public phone""]","[""A woman"", ""is standing"", ""near a public phone""]","[""A woman"", ""standing near a public phone""]","[""A woman is standing near a public phone""]"
709,A windsurfer is balancing on choppy water.,"[""balancing""]","[""balancing""]","[""balancing""]","[""balancing"", ""water""]"
711,A man in a hat is making digital music.,"[""So the label is contradiction""]","[""man"", ""making digital music""]","[""man"", ""digital music""]","[""man"", ""making digital music""]"
712,maintenance or construction workers on a work site on a busy city street,"[""maintenance or construction workers""]","[""maintenance or construction workers""]","[""maintenance or construction workers""]","[""maintenance or construction workers""]"
713,Many people are walking down a street surrounded by old buildings.,"[""old buildings"", ""walking down a street""]","[""walking down a street"", ""old buildings""]","[""old buildings"", ""a street"", ""people are walking""]","[""walking down a street"", ""old buildings""]"
714,A group of people eating at a restaurant.,"[""people"", ""eating at a restaurant"", ""A group of people eating at a restaurant""]","[""group of people"", ""eating at a restaurant""]",[],"[""A group of people"", ""eating at a restaurant""]"
715,A young man in a black t-shirt plays Croquet with an inflatable mallet.,[],"[""plays Croquet"", ""inflatable mallet""]","[""inflatable mallet""]","[""A young man"", ""plays Croquet"", ""an inflatable mallet""]"
718,A girl with blond spiky hair and a black jacket walking along a sidewalk.,"[""blond spiky hair"", ""black jacket""]","[""blond spiky hair""]","[""blond spiky""]","[""blond spiky hair""]"
719,A welder on duty taking a break.,"[""on duty"", ""taking a break""]","[""taking a break""]","[""on duty"", ""taking a break""]","[""on duty"", ""taking a break""]"
720,Two children practicing karate.,"[""children"", ""practicing karate""]","[""practicing karate""]","[""practicing"", ""karate""]","[""children"", ""practicing karate""]"
721,A boy in a bathing suit serves a volleyball.,"[""serves a volleyball"", ""bathing suit""]","[""serves a volleyball""]","[""boy in a bathing suit"", ""serves a volleyball""]","[""serves a volleyball""]"
722,A woman with a red basketball jersey is holding a basketball and looking up.,"[""woman"", ""red basketball jersey""]","[""woman"", ""red basketball jersey""]","[""woman""]","[""A woman"", ""red basketball jersey""]"
723,A little girl smiles as she wears a white bowl on the top of her head.,"[""wears a white bowl on the top of her head""]","[""A little girl""]","[""wears a white bowl on the top of her head""]","[""smiles"", ""wears a white bowl on the top of her head""]"
724,A few girls with green foam statue of liberty hats on a train,"[""A few girls"", ""statue of liberty hats""]","[""girls"", ""statue of liberty hats"", ""train""]","[""A few girls"", ""statue of liberty"", ""on a train""]","[""A few girls"", ""statue of liberty hats""]"
725,A cat swatting at a doberman dog,"[""swatting""]","[""swatting""]","[""swatting""]","[""swatting""]"
726,A small white dog running.,"[""small white dog"", ""running""]","[""small"", ""dog"", ""running""]","[""small"", ""white"", ""dog"", ""running""]","[""small"", ""dog"", ""running""]"
727,A woman wearing a sweatshirt and cap chats with a healthcare provider while receiving intravenous medicine.,"[""A woman"", ""chats with"", ""a healthcare provider"", ""receiving intravenous medicine""]","[""chats with a healthcare provider"", ""receiving intravenous medicine"", ""sweatshirt"", ""cap""]","[""a healthcare provider"", ""receiving intravenous medicine""]","[""healthcare provider"", ""receiving intravenous medicine""]"
728,An electrician is observed from a birds eye view working on a transformer box.,"[""working on a transformer box""]","[""working on a transformer box""]","[""electrician"", ""working on a transformer box""]","[""working on a transformer box""]"
729,Two guys in blue shirts are standing on top of a construction surface doing construction work.,"[""doing construction work"", ""on top of a construction surface""]","[""Two guys"", ""construction surface"", ""doing construction work""]","[""Two guys"", ""construction surface"", ""doing construction work""]","[""doing construction work"", ""construction surface""]"
731,A bride laughs as she cuts her cake with her groom in front of palm bushes.,"[""laughs"", ""cuts her cake"", ""in front of palm bushes""]","[""laughs"", ""cuts her cake"", ""in front of palm bushes""]","[""laughs"", ""cuts her cake"", ""in front of palm bushes""]","[""laughs"", ""cuts her cake"", ""in front of palm bushes""]"
733,A group of children pointing at something unseen.,"[""children"", ""pointing""]","[""pointing""]","[""group"", ""children"", ""pointing""]","[""children"", ""pointing"", ""something unseen""]"
736,A man in a blue shirt is holding a construction hat.,"[""construction hat"", ""holding""]","[""man"", ""holding"", ""construction hat""]","[""man"", ""holding a construction hat""]","[""construction hat"", ""holding""]"
737,A man with facial hair works on some sort of stone sculpture.,"[""works on"", ""stone sculpture""]","[""man"", ""works on"", ""sculpture""]","[""man"", ""works on"", ""stone sculpture""]","[""man"", ""works on some sort of stone sculpture""]"
738,A group of African Americans gather a street vendor.,"[""African Americans"", ""street vendor""]","[""African Americans"", ""gather"", ""street vendor""]","[""gather"", ""street vendor""]","[""African Americans"", ""gather"", ""street vendor""]"
740,A girl in motion on snow-covered ground.,"[""girl"", ""in motion"", ""snow-covered ground""]","[""girl"", ""in motion"", ""snow-covered ground""]","[""girl"", ""in motion"", ""snow-covered ground""]","[""girl"", ""snow-covered ground""]"
741,a smiling woman in a peach tank top stands holding a mountain bike,"[""holding a mountain bike""]","[""smiling woman"", ""peach tank top"", ""stands"", ""mountain bike""]","[""woman"", ""holding a mountain bike"", ""stands"", ""smiling"", ""peach tank top""]","[""woman"", ""holding a mountain bike""]"
742,A man is working on the coal car of a train.,"[""working on the coal car""]","[""working"", ""coal car""]","[""man"", ""working"", ""coal car""]","[""working on"", ""coal car""]"
743,Dark nightclub with chairs.,"[""Dark nightclub""]","[""Dark"", ""nightclub"", ""chairs""]","[""Dark nightclub""]","[""Dark nightclub""]"
744,There is a family sitting outside in the shade.,"[""shade""]","[""family"", ""sitting"", ""outside"", ""shade""]","[""outside"", ""shade""]","[""shade""]"
745,A bald man with glasses is cutting into a turkey on the dinner table.,"[""bald man with glasses"", ""cutting into a turkey"", ""dinner table""]","[""bald man with glasses"", ""cutting into a turkey""]","[""bald man with glasses"", ""cutting into a turkey"", ""dinner table""]","[""A bald man with glasses"", ""cutting into a turkey"", ""dinner table""]"
746,Two men fight in a ring while spectators look on.,"[""Two men"", ""fight""]","[""fight""]","[""Two men"", ""fight""]","[""Two men fight""]"
747,A man is sitting on a motorcycle on the sidewalk.,"[""A man is sitting on a motorcycle on the sidewalk""]","[""man"", ""sitting"", ""motorcycle"", ""sidewalk""]","[""man"", ""sitting"", ""motorcycle"", ""sidewalk""]","[""man"", ""sitting"", ""motorcycle"", ""sidewalk""]"
748,People are flying kite on a beach.,"[""flying kite"", ""on a beach""]","[""flying kite"", ""beach""]","[""People"", ""flying kite"", ""on a beach""]","[""People"", ""flying kite"", ""on a beach""]"
749,An climber is ascending an ice covered rock face.,"[""climber"", ""ascending an ice covered rock face""]","[""climber"", ""ascending an ice covered rock face""]","[""climber"", ""ascending an ice covered rock face""]","[""climber"", ""ascending an ice covered rock face""]"
751,An older boy holding the ears of a younger boy.,"[""An older boy"", ""holding the ears"", ""a younger boy""]","[""older boy"", ""holding the ears"", ""younger boy""]","[""An older boy"", ""younger boy"", ""holding the ears""]","[""older boy"", ""holding the ears"", ""younger boy""]"
752,A man is carrying a white pole next to a big fan on the side of the road.,"[""A man"", ""carrying a white pole""]","[""A man"", ""is carrying"", ""a white pole""]","[""man"", ""carrying"", ""pole""]","[""man"", ""carrying"", ""white pole""]"
753,A big tan dog lays on the ground looking to the side.,"[""lays on the ground"", ""looking to the side""]","[""lays on the ground"", ""looking to the side""]","[""lays on the ground"", ""looking to the side""]","[""lays on the ground"", ""looking to the side""]"
754,An Asian man with dark hair wearing a dark shirt riding the subway.,"[""riding the subway""]","[""riding the subway""]","[""riding the subway""]","[""riding the subway""]"
755,A large group of people walking on a dirt path in the woods with trees on both sides.,"[""group of people"", ""walking"", ""dirt path"", ""in the woods"", ""trees on both sides""]","[""dirt path"", ""in the woods"", ""trees on both sides""]","[""A large group of people walking"", ""dirt path"", ""the woods"", ""trees on both sides""]","[""A large group of people"", ""walking"", ""on a dirt path"", ""in the woods"", ""with trees on both sides""]"
757,A person's hand is cracking an egg and the yolk is falling out.,"[""hand"", ""cracking an egg""]","[""cracking an egg""]","[""hand"", ""cracking an egg"", ""yolk is falling out""]","[""A person's hand"", ""cracking an egg""]"
759,A man standing by a yellow sign.,"[""yellow sign""]","[""yellow sign""]","[""man"", ""yellow sign""]","[""A man"", ""yellow sign""]"
760,A man sitting on a ledge eating an apple.,"[""man"", ""eating an apple""]","[""man"", ""eating an apple""]","[""man"", ""eating an apple""]","[""man"", ""eating an apple""]"
761,Four men are sitting near a tree talking while another stands looking at a body of water and another is rowing a boat.,"[""Four men are sitting near a tree talking"", ""another stands looking at a body of water"", ""another is rowing a boat""]","[""Four men"", ""sitting near a tree"", ""another stands"", ""looking at a body of water"", ""another is rowing a boat""]","[""Four men"", ""another stands"", ""another is rowing a boat"", ""a body of water""]","[""Four men"", ""sitting near a tree"", ""another"", ""stands looking at a body of water"", ""is rowing a boat""]"
762,A young woman is drawing with a Sharpie marker.,"[""Sharpie marker""]","[""Sharpie marker""]","[""Sharpie marker""]","[""Sharpie marker"", ""drawing""]"
763,Three people gardening in a backyard.,"[""Three"", ""people gardening""]","[""Three"", ""people"", ""gardening""]","[""Three people"", ""gardening""]","[""Three people"", ""gardening""]"
764,A crowd is gathering around a large fire at night.,"[""gathering around a large fire""]","[""gathering around a large fire""]","[""gathering around a large fire"", ""at night""]","[""gathering around a large fire""]"
765,A chef on a unicycle juggles through a crowd of spectators.,"[""juggles"", ""unicycle""]","[""chef"", ""juggles through a crowd""]","[""chef"", ""on a unicycle""]","[""juggles"", ""a crowd of spectators"", ""unicycle""]"
767,A man in yellow shorts throws down grains of rice in a rice paddy field.,"[""man"", ""rice paddy field""]","[""man in yellow shorts"", ""rice paddy field""]","[""rice paddy field"", ""throws down grains of rice""]","[""man in yellow shorts"", ""throws down grains of rice"", ""rice paddy field""]"
768,"Two firemen wearing hard hats in Bangrak, their uniforms have Rescue written on them, fighting a fire with water hose.","[""firemen"", ""uniforms have Rescue written on them"", ""fighting a fire"", ""water hose""]","[""firemen"", ""hard hats"", ""uniforms"", ""Rescue written on them"", ""fighting a fire with water hose""]","[""firemen"", ""fighting a fire with water hose""]","[""firemen"", ""wearing hard hats"", ""Rescue written on them"", ""fighting a fire"", ""water hose""]"
769,A young boy dives onto a water toy.,"[""water toy""]","[""dives"", ""water toy""]","[""dives onto a water toy"", ""water toy""]","[""water toy""]"
770,A girl in pink smiling for the camera.,"[""A girl in pink smiling"", ""for the camera""]","[""pink"", ""smiling for the camera""]","[""A girl"", ""smiling"", ""for the camera""]","[""A girl"", ""smiling for the camera""]"
771,A man in a white and black uniform carries luggage and blankets across a sidewalk outside of a red bricked building.,"[""carries luggage and blankets""]","[""man"", ""carries luggage and blankets""]","[""carries luggage and blankets""]","[""man"", ""carries luggage and blankets""]"
772,A young man wearing a plaid shirt sings into the microphone and plays his guitar.,"[""sings"", ""plays his guitar"", ""young man wearing a plaid shirt""]","[""sings"", ""plays his guitar""]","[""young man"", ""sings"", ""plays his guitar""]","[""young man"", ""sings into the microphone"", ""plays his guitar""]"
774,A woman is singing and playing guitar.,"[""woman"", ""singing"", ""playing guitar""]","[""woman"", ""singing"", ""playing guitar""]","[""woman"", ""singing"", ""playing guitar""]","[""woman"", ""singing"", ""playing guitar""]"
775,A man in all black holds on to a railing while a white dog wraps itself about his legs.,"[""man"", ""all black"", ""holds on to a railing"", ""white dog"", ""wraps itself about his legs""]","[""man"", ""all black"", ""dog""]","[""man"", ""dog"", ""holds on to a railing"", ""wraps itself about his legs""]","[""man"", ""black"", ""railing"", ""dog"", ""legs"", ""holds"", ""wraps""]"
776,A young boy smiling in the woods.,"[""young boy"", ""woods"", ""smiling""]","[""young boy"", ""woods"", ""smiling""]","[""young boy"", ""woods""]","[""young boy"", ""woods"", ""smiling""]"
777,A man works on installing a floor.,"[""man"", ""installing a floor""]","[""works on installing a floor""]","[""man"", ""installing a floor""]","[""man"", ""works on installing a floor""]"
779,Two women and two small girls are looking over books in a library.,"[""Two women"", ""two small girls""]","[""Two women"", ""two small girls"", ""in a library""]","[""Two women"", ""two small girls""]","[""Two women"", ""two small girls""]"
780,Someone is looking out their window watching the mailman deliver their mail and drive on to the next house.,"[""Someone"", ""looking out their window"", ""the mailman"", ""deliver their mail"", ""drive on to the next house""]","[""looking out their window"", ""watching"", ""the mailman""]","[""Someone"", ""looking out their window"", ""watching the mailman""]","[""Someone"", ""looking out their window"", ""watching the mailman""]"
781,Two men with dreadlocks sit on the street while a man in a hat and a man in a leather jacket stand behind them.,"[""Two men with dreadlocks"", ""a man in a hat"", ""a man in a leather jacket""]","[""Two men with dreadlocks"", ""a man in a hat"", ""a man in a leather jacket""]","[""Two men"", ""a man in a hat"", ""a man in a leather jacket""]","[""Two men with dreadlocks"", ""a man in a hat"", ""a man in a leather jacket""]"
782,five girls dressed alike,"[""girls""]","[""five"", ""girls"", ""dressed alike""]","[""girls"", ""dressed alike""]","[""girls"", ""dressed alike""]"
784,A group of performers are attracting a room full of audience members with their notes of music.,"[""attracting"", ""notes of music""]","[""attracting"", ""notes of music""]","[""attracting a room full of audience members"", ""notes of music""]","[""performers"", ""attracting"", ""notes of music""]"
786,A group of young children in wheelchairs pull each other through a small village as they are photographed.,"[""young children"", ""pull each other"", ""photographed""]","[""young children in wheelchairs"", ""pull each other"", ""photographed""]","[""A group of young children in wheelchairs"", ""are photographed""]",[]
790,A man in an orange uniform standing in front of a building that is billowing smoke.,"[""A man in an orange uniform"", ""billowing smoke""]","[""man in an orange uniform"", ""billowing smoke""]","[""orange uniform"", ""standing"", ""in front of a building"", ""billowing smoke""]","[""man in an orange uniform"", ""building that is billowing smoke""]"
793,An elderly woman serving bread to a man and a woman dressed in blue t-shirts and light brown pants,"[""An elderly woman"", ""serving bread"", ""a man"", ""a woman""]","[""An elderly woman"", ""serving bread"", ""a man"", ""a woman""]","[""An elderly woman"", ""serving bread"", ""a man and a woman""]","[""An elderly woman"", ""serving bread"", ""a man and a woman""]"
794,Military personnel with giant scissors standing under a' Grand Opening' sign.,"[""Military personnel"", ""under a' Grand Opening' sign""]","[""Military personnel"", ""under a' Grand Opening' sign""]","[""' Grand Opening' sign"", ""under"", ""Military personnel""]","[""personnel"", ""standing"", ""under a 'Grand Opening' sign""]"
795,A man is standing in front of a large gear.,"[""man"", ""standing in front of a large gear""]","[""man"", ""standing in front of a large gear""]","[""man"", ""standing in front of a large gear"", ""large gear""]","[""A man"", ""standing in front of a large gear""]"
796,A man wearing a hat is fishing off of a dock.,"[""fishing""]","[""fishing""]","[""fishing""]","[""fishing""]"
797,Workers with white t-shirts measure a wooden board.,"[""measure a wooden board""]","[""measure a wooden board""]","[""Workers"", ""measure"", ""a wooden board""]","[""measure a wooden board""]"
798,"A festive occasion with an ostrich walking in the street, with balloons in the air and people in colored hats.","[""an ostrich"", ""in the street""]","[""ostrich"", ""street""]","[""ostrich"", ""in the street""]","[""an ostrich"", ""in the street""]"
799,Two women in short-shorts and high heels are walking.,"[""Two women"", ""short-shorts"", ""high heels"", ""walking""]","[""short-shorts"", ""high heels"", ""walking""]","[""Two women"", ""walking""]","[""walking"", ""in short-shorts"", ""in high heels""]"
800,A smiling cook is putting sausages on the grill.,"[""smiling cook"", ""putting sausages on the grill""]","[""smiling cook"", ""putting sausages on the grill""]","[""smiling cook"", ""putting sausages on the grill""]","[""smiling cook"", ""putting sausages on the grill""]"
