id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
36,"A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.","A balding _____ in a dark suit and maroon tie, with a mustache and beard, _____ _____ as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.","_____ _____ man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ plays bagpipes, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light _____ crop top and skirt listens and _____ her tongue _____",0.0750,"A balding man in a dark suit and maroon tie, with a mustache and beard, _____ _____ as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.","_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ plays bagpipes, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as _____ young blond woman _____ next to him in a light blue crop top and skirt listens and sticks her tongue out.",0.0500,"A balding _____ in a dark suit and maroon tie, with a mustache and beard, plays _____ as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.","_____ _____ man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ bagpipes, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","A balding man in a dark suit and maroon tie, with a mustache and _____ plays bagpipes, as a young blond woman _____ next to him in a light blue crop top and skirt listens and sticks her tongue out.",0.0500,"_____ _____ _____ in a dark suit and maroon tie, with a mustache and beard, _____ _____ as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.","A balding man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ plays bagpipes, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","A balding man in a dark suit and maroon tie, with _____ mustache and beard, plays bagpipes, as a young _____ _____ standing next _____ him in a light blue _____ top and skirt listens and sticks her tongue out.",0.1250
37,A guy wearing protective pants is carving an owl on a perch out of wood using a chainsaw.,A _____ _____ _____ _____ is _____ _____ _____ on a perch out of wood using a chainsaw.,_____ guy wearing protective pants _____ carving an owl _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ guy wearing protective pants _____ carving an owl on _____ _____ _____ of _____ using _____ chainsaw.,0.3889,A _____ _____ _____ _____ is _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ guy wearing protective pants _____ carving an owl on a perch out of wood using a chainsaw.,_____ guy wearing protective pants _____ carving an owl on a perch out of wood using a chainsaw.,0.8889,A guy wearing _____ _____ is carving an _____ on a perch out of wood using a chainsaw.,_____ _____ _____ protective pants _____ _____ _____ owl _____ _____ _____ _____ _____ _____ _____ _____ _____,A _____ wearing protective pants is carving an owl on a _____ out of wood using a _____,0.1667,A _____ wearing _____ _____ is _____ _____ _____ on a perch out of wood using a chainsaw.,_____ guy _____ protective pants _____ carving an owl _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ guy wearing protective pants _____ carving an owl _____ _____ _____ out of _____ using a chainsaw.,0.3333
38,A man in orange is demonstrating the use of a peeler.,A _____ _____ _____ is _____ _____ _____ _____ _____ _____,_____ man in orange _____ demonstrating the use of a peeler.,_____ man in orange _____ demonstrating the use of a peeler.,0.8182,A man in orange is _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ demonstrating the use of a peeler.,_____ _____ _____ _____ _____ demonstrating the use of a peeler.,0.5455,_____ _____ _____ _____ is _____ _____ _____ _____ _____ _____,A man in orange _____ demonstrating the use of a peeler.,A man in orange _____ demonstrating the use of a peeler.,0.9091,A _____ in orange is _____ _____ _____ _____ _____ _____,_____ man _____ _____ _____ demonstrating the use of a peeler.,_____ man _____ _____ _____ demonstrating the use of a peeler.,0.6364
39,A guy in a blue polo shirt and shorts addresses an audience in an auditorium.,A _____ in a _____ _____ _____ and _____ _____ _____ _____ in an _____,_____ guy _____ _____ blue polo shirt _____ shorts addresses an audience _____ _____ auditorium.,_____ guy _____ _____ blue polo shirt _____ shorts addresses an audience _____ _____ auditorium.,0.6000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ in _____ _____,A guy in a blue polo shirt and shorts addresses an audience _____ an auditorium.,A guy in a blue polo shirt and shorts addresses an audience _____ an auditorium.,0.9333,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A guy in a blue polo shirt and shorts addresses an audience in an auditorium.,A guy in a blue polo shirt and shorts addresses an audience in an auditorium.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A guy in a blue polo shirt and shorts addresses an audience in an auditorium.,A guy in a blue polo shirt and shorts addresses an audience in an auditorium.,1.0000
41,A young girl stands barefoot on a driveway and uses a hula-hoop.,A young girl stands barefoot on a driveway and uses _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a hula-hoop.,A young girl _____ barefoot _____ a driveway and uses a hula-hoop.,0.1667,A young girl stands barefoot on a driveway and uses _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a hula-hoop.,A young _____ stands _____ on a driveway and uses a hula-hoop.,0.1667,A young girl stands barefoot on a driveway and uses a _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ hula-hoop.,A young girl stands barefoot on a _____ and uses a hula-hoop.,0.0833,A young girl stands barefoot on a driveway and _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ uses a hula-hoop.,A young girl stands _____ on a _____ _____ uses a hula-hoop.,0.2500
42,Shirtless men in their underwear are running with a blond in red underwear.,Shirtless _____ _____ _____ _____ are _____ with _____ _____ _____ _____ _____,_____ men in their underwear _____ running _____ a blond in red underwear.,_____ men in their underwear _____ running _____ a blond in red underwear.,0.7692,_____ _____ _____ _____ _____ are _____ with a _____ _____ _____ _____,Shirtless men in their underwear _____ running _____ _____ blond in red underwear.,Shirtless men in their underwear _____ running _____ _____ blond in red underwear.,0.7692,Shirtless _____ _____ _____ _____ are _____ with _____ _____ _____ _____ _____,_____ men in their underwear _____ running _____ a blond in red underwear.,_____ men in their underwear _____ running _____ a blond in red underwear.,0.7692,_____ _____ _____ _____ _____ are _____ with a _____ _____ _____ _____,Shirtless men in their underwear _____ running _____ _____ blond in red underwear.,Shirtless men in their underwear _____ running _____ _____ blond in red underwear.,0.7692
44,A native person doing a dance.,A _____ _____ doing a _____,_____ native person _____ _____ dance.,_____ native person _____ _____ dance.,0.5000,A _____ _____ _____ _____ _____,_____ native person doing a dance.,_____ native person doing a dance.,0.8333,A _____ _____ _____ _____ _____,_____ native person doing a dance.,_____ native person doing a dance.,0.8333,A _____ _____ _____ _____ _____,_____ native person doing a dance.,_____ native person doing a dance.,0.8333
45,A person in a red hat is walking past a building that is in need of a paint job.,A _____ in a red hat is _____ past a building that is in need of a paint job.,_____ person _____ _____ _____ _____ _____ walking _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A person in a _____ _____ is walking past a building that is in need of a paint job.,0.1053,A person in a red hat is _____ _____ _____ _____ that is in need of a paint job.,_____ _____ _____ _____ _____ _____ _____ walking past a building _____ _____ _____ _____ _____ _____ _____ _____,A _____ in a _____ hat is walking past a building that is in need _____ a _____ job.,0.2105,A person in a red hat is _____ _____ _____ _____ that is in need of a paint job.,_____ _____ _____ _____ _____ _____ _____ walking past a building _____ _____ _____ _____ _____ _____ _____ _____,A person _____ a _____ hat is walking past a building that _____ in need of _____ paint job.,0.2105,A person in a red hat is _____ _____ _____ _____ that is in need of a paint job.,_____ _____ _____ _____ _____ _____ _____ walking past a building _____ _____ _____ _____ _____ _____ _____ _____,A person in _____ red _____ is walking past a building that is _____ need _____ a paint job.,0.2105
46,A man is laughing with his hand up in the air and a little boy is watching him and laughing.,A man is laughing with his hand up in the air and _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a little boy is watching him and laughing.,_____ man _____ _____ _____ _____ hand _____ _____ the _____ and a little boy is watching him and laughing.,0.4000,A man is laughing with his hand up in the air and a little boy is watching him and laughing.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man is laughing with his hand up in the air and a little boy is watching him and laughing.,0.0000,A man is _____ with his hand up in the air and a little boy is watching him and _____,_____ _____ _____ laughing _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ laughing.,A man is laughing with his hand up in _____ air and a little _____ is watching him and laughing.,0.1000,A man is laughing with his hand up in the air and a little boy is watching him and laughing.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man is laughing with his hand up in the air and a little boy is watching him and laughing.,0.0000
48,A mountain biker is jumping his bike over a rock as another cyclist stands on the trail watching.,A _____ _____ is jumping his _____ over a rock as another _____ stands on the trail watching.,_____ mountain biker _____ _____ _____ bike _____ _____ _____ _____ _____ cyclist _____ _____ _____ _____ _____,_____ mountain biker is _____ his bike over _____ rock as another cyclist stands on the trail _____,0.2222,A _____ _____ is jumping his _____ over a _____ as another _____ stands on the _____ watching.,_____ mountain biker _____ _____ _____ bike _____ _____ rock _____ _____ cyclist _____ _____ _____ trail _____,A mountain biker is _____ his bike _____ a rock _____ _____ cyclist stands on _____ trail _____,0.3333,A _____ _____ is _____ _____ _____ _____ _____ _____ as another cyclist stands _____ _____ _____ _____,_____ mountain biker _____ jumping his bike over a rock _____ _____ _____ _____ on the trail watching.,_____ mountain biker _____ jumping his bike over a rock _____ _____ _____ _____ on the trail watching.,0.6667,A _____ _____ is _____ _____ _____ _____ _____ _____ as _____ _____ stands on the _____ watching.,_____ mountain biker _____ jumping his bike over a rock _____ another cyclist _____ _____ _____ trail _____,_____ mountain biker _____ jumping his bike over a rock _____ another cyclist _____ _____ _____ trail _____,0.6111
50,Young skateboarding boy flips his board while performing a stunt.,Young skateboarding boy _____ _____ _____ while performing a _____,_____ _____ _____ flips his board _____ _____ _____ stunt.,_____ skateboarding _____ flips his board while _____ _____ stunt.,0.4000,Young skateboarding boy _____ his board while performing a stunt.,_____ _____ _____ flips _____ _____ _____ _____ _____ _____,Young skateboarding _____ flips his board while performing a stunt.,0.1000,Young _____ _____ _____ _____ _____ while performing a _____,_____ skateboarding boy flips his board _____ _____ _____ stunt.,_____ skateboarding boy flips his board _____ _____ _____ stunt.,0.6000,Young skateboarding boy _____ _____ _____ while performing a _____,_____ _____ _____ flips his board _____ _____ _____ stunt.,_____ skateboarding _____ flips his board _____ _____ a stunt.,0.4000
51,five hikers walk down the hillside.,_____ _____ _____ _____ _____ _____,five hikers walk down the hillside.,five hikers walk down the hillside.,1.0000,five _____ _____ _____ _____ _____,_____ hikers walk down the hillside.,_____ hikers walk down the hillside.,0.8333,_____ _____ _____ _____ _____ _____,five hikers walk down the hillside.,five hikers walk down the hillside.,1.0000,_____ _____ _____ _____ _____ _____,five hikers walk down the hillside.,five hikers walk down the hillside.,1.0000
