id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic,premise_original_noise,premise_lexical_noise,premise_syntactic_noise,premise_pragmatic_noise
416,a man in scrubs stands next to a computer,_____ _____ _____ _____ _____ _____ _____ _____ _____,a man in scrubs stands next to a computer,a man in scrubs stands next to a computer,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,a man in scrubs stands next to a computer,a man in scrubs stands next to a computer,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,a man in scrubs stands next to a computer,a man in scrubs stands next to a computer,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,a man in scrubs stands next to a computer,a man in scrubs stands next to a computer,1.0000,a man in scrubs stands next to a computer,a man in scrubs stands next to a computer,a man in scrubs stands next to a computer,a man in scrubs stands next to a computer
417,The women is washing the newborn baby.,The women is _____ the _____ _____,_____ _____ _____ washing _____ newborn baby.,_____ _____ is washing _____ newborn baby.,0.4286,The women is _____ the _____ _____,_____ _____ _____ washing _____ newborn baby.,The _____ _____ washing _____ newborn baby.,0.4286,The women is _____ _____ _____ _____,_____ _____ _____ washing the newborn baby.,_____ _____ _____ washing the newborn baby.,0.5714,The women is _____ the _____ _____,_____ _____ _____ washing _____ newborn baby.,_____ _____ is washing _____ newborn baby.,0.4286,_____ _____ is washing _____ newborn _____,_____ _____ is washing _____ _____ baby.,The women is _____ _____ _____ baby.,The _____ _____ washing _____ _____ baby.
420,"Man grilling hotdogs, buns, peppers and other foods while another man stands behind him posing.","_____ _____ _____ buns, peppers and other foods while _____ _____ _____ _____ _____ _____","Man grilling hotdogs, _____ _____ _____ _____ _____ _____ another man stands behind him posing.","Man grilling hotdogs, _____ _____ _____ _____ _____ _____ another man stands behind him posing.",0.6000,"_____ _____ hotdogs, buns, peppers and other foods while _____ _____ _____ _____ _____ _____",Man grilling _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,Man grilling _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,0.5333,"_____ _____ hotdogs, buns, peppers and other foods while _____ _____ _____ _____ _____ _____",Man grilling _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,Man grilling _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,0.5333,"_____ _____ hotdogs, buns, peppers and other foods while _____ _____ _____ _____ _____ _____",Man grilling _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,Man grilling _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,0.5333,"Man grilling hotdogs, buns, peppers and other foods _____ _____ _____ stands _____ _____ _____","_____ grilling hotdogs, buns, _____ _____ other foods _____ another man _____ _____ _____ posing.","_____ grilling _____ buns, peppers _____ other foods while another _____ _____ behind _____ _____",Man grilling _____ _____ peppers _____ _____ foods _____ another _____ _____ behind him posing.
421,"Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.",Two men who appear to be _____ _____ _____ one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.,"_____ _____ _____ _____ _____ _____ in good spirits, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","Two men who appear to be in good spirits, _____ _____ a red shirt and another in a blue shirt are climbing on a crosswalk signal _____",0.1111,Two men who appear to be in _____ _____ one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.,"_____ _____ _____ _____ _____ _____ _____ good spirits, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt _____ climbing on a _____ signal pole.",0.0741,Two men who appear to be in _____ _____ one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.,"_____ _____ _____ _____ _____ _____ _____ good spirits, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","Two men who appear to be in good spirits, one in a red _____ and another in a blue shirt are climbing on a _____ signal pole.",0.0741,Two men who appear to be in _____ _____ one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.,"_____ _____ _____ _____ _____ _____ _____ good spirits, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are _____ _____ a crosswalk signal pole.",0.0741,_____ _____ _____ _____ to _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ another _____ _____ _____ _____ are _____ _____ _____ _____ _____ _____,Two _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ are _____ _____ _____ _____ _____ _____,_____ men _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ climbing _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ _____ spirits, _____ _____ _____ red _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____"
422,A man in a white shirt is walking a dog on the side of a street.,_____ _____ in a white shirt is _____ _____ _____ _____ _____ _____ _____ _____ _____,A man _____ _____ _____ _____ _____ walking a dog on the side of a street.,A man _____ _____ _____ _____ _____ walking a dog on the side of a street.,0.6875,A man in a white shirt is _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ walking a dog on the side of a street.,_____ _____ _____ _____ _____ _____ _____ walking a dog on the side of a street.,0.5625,_____ _____ in a white shirt is _____ _____ _____ _____ _____ _____ _____ _____ _____,A man _____ _____ _____ _____ _____ walking a dog on the side of a street.,A man _____ _____ _____ _____ _____ walking a dog on the side of a street.,0.6875,A _____ in a white shirt is _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ man _____ _____ _____ _____ _____ walking a dog on the side of a street.,_____ man _____ _____ _____ _____ _____ walking a dog on the side of a street.,0.6250,A _____ _____ a white shirt is walking a dog _____ the side _____ a _____,A man in a _____ shirt is walking a _____ _____ _____ _____ _____ a _____,A man _____ a white shirt is _____ a _____ on the _____ _____ a street.,A _____ in a white shirt is _____ a dog on _____ _____ of _____ _____
424,A mid sized mixed gender choir sings while the director motions to keep beat.,A mid sized mixed gender _____ _____ while the _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ choir sings _____ _____ director motions to keep beat.,_____ _____ _____ _____ _____ choir sings _____ _____ director motions to keep beat.,0.5000,A mid sized mixed gender choir _____ while the _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ sings _____ _____ director motions to keep beat.,A _____ _____ _____ _____ _____ sings _____ the director motions to keep beat.,0.4286,A mid sized mixed gender _____ _____ while the _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ choir sings _____ _____ director motions to keep beat.,_____ _____ _____ _____ _____ choir sings _____ _____ director motions to keep beat.,0.5000,A mid sized mixed gender _____ _____ while _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ choir sings _____ the director motions to keep beat.,_____ _____ _____ _____ _____ choir sings _____ the director motions to keep beat.,0.5714,_____ mid _____ _____ _____ choir sings while _____ director motions _____ keep _____,A _____ sized mixed _____ _____ _____ _____ _____ _____ motions to keep _____,_____ mid _____ mixed gender _____ sings while _____ director _____ to _____ _____,A _____ sized _____ _____ choir _____ while the director motions _____ _____ beat.
425,A large amount of people at an outdoor festival.,_____ _____ _____ _____ _____ _____ _____ _____ _____,A large amount of people at an outdoor festival.,A large amount of people at an outdoor festival.,1.0000,_____ _____ _____ _____ _____ at an _____ _____,A large amount of people _____ _____ outdoor festival.,A large amount of people _____ _____ outdoor festival.,0.7778,_____ _____ _____ _____ _____ at _____ _____ _____,A large amount of people _____ an outdoor festival.,A large amount of people _____ an outdoor festival.,0.8889,_____ _____ _____ _____ _____ _____ _____ _____ _____,A large amount of people at an outdoor festival.,A large amount of people at an outdoor festival.,1.0000,A large amount of people at an outdoor festival.,A large amount of people _____ an _____ festival.,A large amount of people at _____ outdoor festival.,A large amount of people at an outdoor festival.
429,En exotic young lady looks perplexed while speaking with an older gentleman.,En exotic young _____ _____ _____ while _____ _____ _____ _____ _____,_____ _____ _____ lady looks perplexed _____ speaking with an older gentleman.,_____ _____ _____ lady looks perplexed _____ speaking with an older gentleman.,0.6667,En _____ _____ _____ _____ _____ while _____ _____ an _____ _____,_____ exotic young lady looks perplexed _____ speaking with _____ older gentleman.,_____ exotic young lady looks perplexed _____ speaking with _____ older gentleman.,0.7500,En exotic _____ _____ _____ _____ while speaking with an _____ _____,_____ _____ young lady looks perplexed _____ _____ _____ _____ older gentleman.,_____ _____ young lady looks perplexed _____ _____ _____ _____ older gentleman.,0.5000,En _____ _____ _____ _____ _____ while speaking with an _____ _____,_____ exotic young lady looks perplexed _____ _____ _____ _____ older gentleman.,_____ exotic young lady looks perplexed _____ _____ _____ _____ older gentleman.,0.5833,En exotic _____ _____ _____ perplexed while speaking _____ an older gentleman.,En exotic young lady looks _____ _____ speaking with an _____ gentleman.,_____ exotic _____ lady _____ _____ while speaking _____ _____ older gentleman.,En _____ _____ lady _____ perplexed while speaking _____ an older _____
430,A man is sitting on top of a mountain.,A man is sitting _____ _____ _____ _____ _____,_____ _____ _____ _____ on top of a mountain.,_____ _____ _____ _____ on top of a mountain.,0.5556,A man is sitting _____ _____ _____ _____ _____,_____ _____ _____ _____ on top of a mountain.,_____ _____ _____ _____ on top of a mountain.,0.5556,A man is sitting _____ _____ _____ _____ _____,_____ _____ _____ _____ on top of a mountain.,_____ _____ _____ _____ on top of a mountain.,0.5556,A _____ is _____ _____ _____ _____ _____ _____,_____ man _____ sitting on top of a mountain.,_____ man _____ sitting on top of a mountain.,0.7778,A man is _____ _____ _____ _____ a mountain.,A _____ is _____ _____ top of _____ mountain.,_____ man is _____ _____ top of _____ mountain.,A man is sitting on _____ of _____ mountain.
431,a firefighter standing proud in front of his truck.,a firefighter _____ _____ in front of his truck.,_____ _____ standing proud _____ _____ _____ _____ _____,a _____ standing proud in front of his _____,0.2222,a firefighter _____ _____ in front of his truck.,_____ _____ standing proud _____ _____ _____ _____ _____,a firefighter standing proud _____ front of _____ truck.,0.2222,a firefighter _____ _____ in front of his truck.,_____ _____ standing proud _____ _____ _____ _____ _____,a _____ standing proud in front of his _____,0.2222,a firefighter _____ proud in front of his truck.,_____ _____ standing _____ _____ _____ _____ _____ _____,a firefighter standing proud in front of _____ truck.,0.1111,_____ firefighter _____ _____ _____ _____ of _____ _____,a _____ standing _____ _____ _____ _____ _____ _____,_____ firefighter _____ _____ _____ _____ _____ his _____,a _____ _____ _____ _____ _____ _____ _____ _____
