id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
673,A couple embracing while standing in a shaft of light.,"[""embracing""]","[""embracing"", ""standing in a shaft of light""]","[""embracing""]","[""A couple embracing""]"
674,"A man sits on a beach wearing swim trunks and a lei, holding a blue umbrella over his head.","[""swim trunks"", ""lei"", ""umbrella""]","[""swim trunks"", ""lei"", ""blue umbrella""]","[""lei"", ""swim trunks"", ""blue umbrella""]","[""blue umbrella"", ""beach"", ""swim trunks"", ""lei""]"
676,Two girls play outside with chalk.,"[""play"", ""chalk""]","[""Two girls"", ""with chalk""]","[""girls"", ""play outside"", ""chalk""]","[""play"", ""with chalk""]"
677,Man working with metal and a burning fire at his side.,"[""working with metal"", ""a burning fire at his side""]","[""Man working with metal"", ""a burning fire at his side""]","[""working with metal"", ""burning fire at his side""]","[""Man"", ""working with metal"", ""fire""]"
679,A man reading a newspaper is leaning up against a purple wall with graffiti.,"[""reading a newspaper""]","[""reading a newspaper""]","[""A man"", ""reading a newspaper"", ""is leaning up against a purple wall with graffiti""]","[""reading a newspaper"", ""leaning up against""]"
680,Men in uniforms talking in front of a building.,"[""Men in uniforms"", ""talking in front of a building""]","[""Men in uniforms"", ""talking"", ""in front of a building""]","[""Men in uniforms"", ""talking"", ""building""]","[""Men in uniforms"", ""a building""]"
681,hockey match with two guys fighting,"[""hockey match"", ""fighting""]","[""hockey match"", ""fighting""]","[""hockey match""]","[""hockey match"", ""fighting""]"
683,A child is playing in the sand.,"[""child"", ""playing in the sand""]","[""child"", ""playing in the sand""]","[""child"", ""playing in the sand""]","[""A child"", ""is playing"", ""in the sand""]"
684,"A group of children that are either sitting or standing in a line, while two are holding a round object.","[""in a line"", ""a round object""]","[""a line""]","[""A group of children"", ""in a line"", ""two are holding a round object""]","[""A group of children"", ""in a line"", ""two are holding a round object""]"
685,A man and a woman standing on a street corner.,"[""A man"", ""a woman"", ""on a street corner""]","[""man"", ""woman"", ""on a street corner""]","[""A man and a woman""]","[""A man"", ""a woman"", ""on a street corner""]"
689,Two young women pull out their pocketbooks to pay their waitress.,"[""pull out their pocketbooks"", ""to pay""]","[""pull out their pocketbooks"", ""to pay"", ""waitress""]","[""pay their waitress""]","[""pull out their pocketbooks"", ""to pay their waitress""]"
691,A man holds his young daughter on his shoulders walking on a boardwalk in the evening.,"[""A man"", ""holds"", ""his young daughter""]","[""man"", ""holds"", ""daughter""]","[""A man"", ""holds"", ""his young daughter""]","[""A man"", ""holds"", ""his young daughter""]"
692,A homeless man holding a sign.,"[""holding a sign""]","[""holding a sign""]","[""homeless man"", ""sign""]","[""man holding a sign""]"
693,A man with chin-length light hair works on a sculpture.,"[""A man with chin-length light hair"", ""works on a sculpture""]","[""man with chin-length light hair"", ""works on a sculpture""]","[""man with chin-length light hair""]","[""works on a sculpture""]"
694,An elderly man is shaving another elderly man with a straight razor,"[""An elderly man"", ""shaving"", ""another elderly man"", ""with a straight razor""]","[""straight razor""]","[""An elderly man"", ""shaving"", ""another elderly man"", ""with a straight razor""]","[""An elderly man"", ""shaving"", ""another elderly man"", ""straight razor""]"
695,A woman in a black jacket walking in black boots and jeans with a brown handbag on her shoulder.,"[""A woman"", ""black jacket"", ""walking"", ""black boots"", ""jeans"", ""brown handbag"", ""on her shoulder""]","[""A woman"", ""in a black jacket"", ""walking"", ""in black boots and jeans"", ""with a brown handbag on her shoulder""]","[""A woman"", ""black jacket"", ""walking"", ""black boots"", ""jeans"", ""brown handbag"", ""on her shoulder""]","[""A woman"", ""black jacket"", ""walking"", ""black boots"", ""jeans"", ""brown handbag"", ""on her shoulder""]"
697,Here is a picture of a man kissing his wife at a park and his wife is taking a picture of them kissing.,"[""man"", ""wife"", ""kissing""]","[""park"", ""taking a picture""]","[""man"", ""wife"", ""kissing""]","[""man kissing his wife"", ""his wife is taking a picture of them kissing""]"
698,In a martial arts demonstration a man with two swords faces a woman with a Chinese spear.,"[""a martial arts demonstration"", ""a man""]","[""martial arts demonstration""]","[""a martial arts demonstration"", ""a man with two swords"", ""a woman with a Chinese spear""]","[""martial arts demonstration""]"
699,a lady and a kid in a strawberry ride,"[""a lady and a kid"", ""in a strawberry ride""]","[""lady"", ""kid""]","[""a lady"", ""a kid"", ""in a strawberry ride""]","[""a lady"", ""a kid"", ""in a strawberry ride""]"
700,People gathering outside with signs.,"[""People"", ""gathering outside with signs""]","[""People gathering"", ""signs""]","[""signs""]","[""signs""]"
701,A man with tattoo's is reflecting light to a stage.,"[""man with tattoo's""]","[""A man with tattoo's""]","[""man"", ""tattoo's""]","[""man with tattoo's""]"
702,"Three kids, one holding a closed umbrella, run around on a sidewalk next to a river.","[""one holding a closed umbrella"", ""run around""]","[""one holding a closed umbrella"", ""run around""]","[""one holding a closed umbrella"", ""run around""]","[""one holding a closed umbrella"", ""run around""]"
703,This is an Asian Woman looking at shoes to purchase at a local swap meet.,"[""Asian Woman"", ""looking at shoes to purchase""]","[""Asian Woman"", ""shoes to purchase"", ""swap meet""]","[""Asian Woman"", ""shoes to purchase""]","[""Asian Woman"", ""shoes to purchase""]"
704,"A dad and his son, both in green, smile in a field of flowers.","[""field of flowers""]","[""in a field of flowers""]","[""field of flowers""]","[""in a field of flowers""]"
705,A man preparing food in a kitchen.,"[""man"", ""preparing food in a kitchen""]","[""man"", ""kitchen""]","[""man"", ""preparing food in a kitchen""]","[""man"", ""kitchen""]"
706,A woman cooking in a big pan outside.,"[""cooking"", ""outside""]","[""cooking""]","[""woman"", ""cooking""]","[""cooking"", ""big pan"", ""outside""]"
707,1 guys running with a white ball football in sand while another chases him.,"[""sand""]","[""sand"", ""white ball football"", ""running"", ""chases""]","[""sand"", ""football""]","[""sand""]"
708,A woman is standing near a public phone outside a bookstore on a city street.,"[""near a public phone""]","[""standing near a public phone""]","[""public phone"", ""standing near""]","[""woman"", ""standing near"", ""public phone""]"
709,A windsurfer is balancing on choppy water.,"[""balancing""]","[""balancing""]","[""balancing""]","[""balancing""]"
711,A man in a hat is making digital music.,"[""A man"", ""digital music""]","[""man in a hat""]","[""A man in a hat"", ""making digital music""]","[""man"", ""digital music""]"
712,maintenance or construction workers on a work site on a busy city street,"[""workers""]","[""workers""]","[""workers""]","[""workers""]"
713,Many people are walking down a street surrounded by old buildings.,"[""old buildings"", ""walking down a street""]","[""walking down a street"", ""old buildings""]","[""walking down a street"", ""old buildings""]","[""old buildings""]"
714,A group of people eating at a restaurant.,"[""A group of people eating at a restaurant""]","[""people"", ""eating"", ""at a restaurant""]","[""A group of people eating at a restaurant""]","[""A group of people"", ""eating at a restaurant""]"
715,A young man in a black t-shirt plays Croquet with an inflatable mallet.,"[""inflatable mallet""]","[""inflatable mallet""]","[""Croquet"", ""inflatable mallet""]","[""A young man"", ""plays Croquet"", ""an inflatable mallet""]"
718,A girl with blond spiky hair and a black jacket walking along a sidewalk.,"[""blond spiky hair""]","[""blond spiky""]","[""blond spiky hair""]","[""blond spiky hair""]"
719,A welder on duty taking a break.,"[""welder"", ""taking a break""]","[""taking a break""]","[""A welder"", ""taking a break""]","[""taking a break""]"
720,Two children practicing karate.,"[""practicing karate""]","[""children"", ""practicing karate""]","[""children"", ""practicing karate""]","[""practicing karate""]"
721,A boy in a bathing suit serves a volleyball.,"[""A boy"", ""serves a volleyball""]","[""serves a volleyball""]","[""boy"", ""serves a volleyball""]","[""serves a volleyball""]"
722,A woman with a red basketball jersey is holding a basketball and looking up.,"[""woman"", ""red basketball jersey""]","[""woman"", ""red basketball jersey""]","[""woman""]","[""woman"", ""red basketball jersey""]"
723,A little girl smiles as she wears a white bowl on the top of her head.,"[""smiles"", ""bowl on the top of her head""]","[""A little girl"", ""wears a white bowl on the top of her head""]","[""A little girl smiles as she wears a white bowl on the top of her head.""]","[""A little girl"", ""wears a white bowl on the top of her head""]"
724,A few girls with green foam statue of liberty hats on a train,"[""green foam statue of liberty hats""]","[""green foam statue of liberty hats""]","[""green foam statue of liberty hats""]","[""green foam statue of liberty hats""]"
725,A cat swatting at a doberman dog,"[""cat"", ""swatting at"", ""dog""]","[""cat"", ""swatting at"", ""doberman dog""]","[""A cat"", ""swatting at"", ""a doberman dog""]","[""cat"", ""swatting at"", ""doberman dog""]"
726,A small white dog running.,"[""small white dog"", ""running""]","[""small"", ""white"", ""dog"", ""running""]","[""small"", ""dog"", ""running""]","[""running""]"
727,A woman wearing a sweatshirt and cap chats with a healthcare provider while receiving intravenous medicine.,"[""healthcare provider"", ""receiving intravenous medicine""]","[""healthcare provider"", ""receiving intravenous medicine""]","[""healthcare provider"", ""receiving intravenous medicine""]","[""receiving intravenous medicine""]"
728,An electrician is observed from a birds eye view working on a transformer box.,"[""working on a transformer box""]","[""working on a transformer box""]","[""An electrician"", ""working on a transformer box""]","[""working on a transformer box""]"
729,Two guys in blue shirts are standing on top of a construction surface doing construction work.,"[""construction work""]","[""construction work""]","[""Two guys"", ""construction surface"", ""doing construction work""]","[""construction work""]"
731,A bride laughs as she cuts her cake with her groom in front of palm bushes.,"[""bride"", ""cuts her cake"", ""groom""]","[""A bride"", ""cuts her cake"", ""her groom""]","[""cuts her cake""]","[""bride"", ""laughs"", ""cuts her cake"", ""groom"", ""in front of palm bushes""]"
733,A group of children pointing at something unseen.,"[""children"", ""pointing""]","[""pointing""]","[""group of children"", ""pointing""]","[""children"", ""pointing""]"
734,Four females stand on the tip of their toes while practicing ballet in front of a black backdrop.,"[""Four"", ""practicing ballet"", ""black backdrop""]","[""backdrop""]","[""practicing ballet"", ""black backdrop""]","[""Four females"", ""stand on the tip of their toes"", ""practicing ballet"", ""black backdrop""]"
736,A man in a blue shirt is holding a construction hat.,"[""holding a construction hat""]","[""holding a construction hat""]","[""holding a construction hat""]","[""A man in a blue shirt"", ""is holding a construction hat""]"
737,A man with facial hair works on some sort of stone sculpture.,"[""works on"", ""stone sculpture""]","[""A man with facial hair"", ""works on some sort of stone sculpture""]","[""A man with facial hair"", ""works on some sort of stone sculpture""]","[""works on"", ""stone sculpture""]"
738,A group of African Americans gather a street vendor.,"[""A group of African Americans"", ""gather a street vendor""]","[""A group of African Americans"", ""a street vendor""]","[""A group of African Americans"", ""a street vendor""]","[""A group of"", ""African Americans"", ""gather"", ""street vendor""]"
740,A girl in motion on snow-covered ground.,"[""A girl"", ""snow-covered ground""]","[""A girl"", ""snow-covered ground""]","[""girl"", ""in motion"", ""snow-covered ground""]","[""girl"", ""snow-covered ground""]"
741,a smiling woman in a peach tank top stands holding a mountain bike,"[""woman"", ""holding a mountain bike""]","[""woman"", ""holding a mountain bike""]","[""woman"", ""holding a mountain bike""]","[""woman"", ""stands"", ""mountain bike""]"
742,A man is working on the coal car of a train.,"[""man"", ""working"", ""coal car"", ""train""]","[""coal car""]","[""man"", ""working on the coal car""]","[""working on the coal car""]"
743,Dark nightclub with chairs.,"[""Dark nightclub""]","[""Dark"", ""nightclub""]","[""Dark nightclub""]","[""Dark nightclub""]"
744,There is a family sitting outside in the shade.,"[""a family sitting outside"", ""in the shade""]","[""family"", ""sitting"", ""outside"", ""in the shade""]","[""a family"", ""sitting outside"", ""in the shade""]","[""family"", ""sitting"", ""outside""]"
745,A bald man with glasses is cutting into a turkey on the dinner table.,"[""bald man with glasses"", ""cutting into a turkey""]","[""cutting into a turkey""]","[""cutting into a turkey"", ""dinner table""]","[""A bald man"", ""cutting into a turkey"", ""dinner table""]"
746,Two men fight in a ring while spectators look on.,"[""Two men fight""]","[""Two men fight""]","[""Two men"", ""fight""]","[""Two men"", ""fight""]"
747,A man is sitting on a motorcycle on the sidewalk.,"[""A man"", ""is sitting"", ""on a motorcycle"", ""on the sidewalk""]","[""A man"", ""sitting"", ""motorcycle"", ""sidewalk""]","[""A man"", ""is sitting"", ""on a motorcycle"", ""on the sidewalk""]","[""man"", ""sitting"", ""on a motorcycle"", ""on the sidewalk""]"
748,People are flying kite on a beach.,"[""beach""]","[""beach""]","[""People"", ""flying kite"", ""beach""]","[""beach"", ""flying kite""]"
749,An climber is ascending an ice covered rock face.,"[""An climber"", ""ascending an ice covered rock face""]","[""ascending""]","[""climber"", ""ascending"", ""ice covered rock face""]","[""An climber"", ""ascending an ice covered rock face""]"
751,An older boy holding the ears of a younger boy.,"[""older boy"", ""holding the ears"", ""younger boy""]","[""older boy"", ""holding the ears"", ""younger boy""]","[""holding the ears""]","[""An older boy holding the ears of a younger boy""]"
752,A man is carrying a white pole next to a big fan on the side of the road.,"[""A man is carrying a white pole""]","[""A man"", ""is carrying"", ""pole""]","[""A man"", ""is carrying a white pole""]","[""A man"", ""is carrying"", ""a white pole""]"
753,A big tan dog lays on the ground looking to the side.,"[""dog"", ""lays on the ground"", ""looking to the side""]","[""lays on the ground"", ""looking to the side""]","[""dog"", ""lays on the ground""]","[""dog"", ""lays on the ground"", ""looking to the side""]"
754,An Asian man with dark hair wearing a dark shirt riding the subway.,"[""riding the subway""]","[""riding the subway""]","[""riding the subway""]","[""riding the subway""]"
755,A large group of people walking on a dirt path in the woods with trees on both sides.,"[""a dirt path"", ""trees""]","[""large group of people"", ""walking on a dirt path"", ""trees on both sides""]","[""dirt path"", ""woods"", ""trees""]","[""dirt path"", ""trees""]"
757,A person's hand is cracking an egg and the yolk is falling out.,"[""cracking an egg"", ""the yolk is falling out""]","[""cracking an egg"", ""the yolk is falling out""]","[""A person's hand"", ""cracking an egg""]","[""cracking an egg"", ""the yolk is falling out""]"
759,A man standing by a yellow sign.,"[""yellow sign""]","[""yellow sign""]","[""A man"", ""by"", ""a yellow sign""]","[""yellow sign""]"
760,A man sitting on a ledge eating an apple.,"[""eating an apple""]","[""eating an apple""]","[""man"", ""eating an apple""]","[""eating an apple""]"
761,Four men are sitting near a tree talking while another stands looking at a body of water and another is rowing a boat.,"[""Four men"", ""another stands"", ""a body of water"", ""another is rowing a boat""]","[""Four men"", ""near a tree"", ""another stands looking at a body of water"", ""another is rowing a boat""]","[""Four men""]","[""Four men are sitting near a tree"", ""another stands looking at a body of water""]"
762,A young woman is drawing with a Sharpie marker.,"[""Sharpie marker"", ""drawing""]","[""Sharpie""]","[""Sharpie marker""]","[""drawing"", ""Sharpie marker""]"
763,Three people gardening in a backyard.,"[""Three people"", ""gardening""]","[""Three people"", ""gardening""]","[""Three people"", ""gardening""]","[""Three people"", ""gardening""]"
764,A crowd is gathering around a large fire at night.,"[""gathering around a large fire""]","[""gathering around a large fire""]","[""around a large fire""]","[""fire""]"
765,A chef on a unicycle juggles through a crowd of spectators.,"[""on a unicycle""]","[""unicycle""]","[""A chef"", ""on a unicycle"", ""juggles through a crowd""]","[""on a unicycle"", ""juggles through a crowd""]"
767,A man in yellow shorts throws down grains of rice in a rice paddy field.,"[""A man in yellow shorts"", ""in a rice paddy field""]","[""man"", ""in a rice paddy field""]","[""A man"", ""in a rice paddy field""]","[""man""]"
768,"Two firemen wearing hard hats in Bangrak, their uniforms have Rescue written on them, fighting a fire with water hose.","[""firemen"", ""fighting a fire"", ""water hose""]","[""Two firemen"", ""fighting a fire"", ""water hose""]","[""firemen"", ""uniforms have Rescue written on them"", ""fighting a fire"", ""water hose""]","[""Two firemen"", ""wearing hard hats"", ""uniforms have Rescue written on them"", ""fighting a fire with water hose""]"
769,A young boy dives onto a water toy.,"[""young boy"", ""dives onto a water toy""]","[""dives"", ""water toy""]","[""young boy"", ""dives onto a water toy""]","[""dives onto a water toy""]"
770,A girl in pink smiling for the camera.,"[""A girl"", ""smiling for the camera""]","[""A girl"", ""smiling"", ""camera""]","[""A girl"", ""smiling"", ""for the camera""]","[""A girl"", ""smiling for the camera""]"
771,A man in a white and black uniform carries luggage and blankets across a sidewalk outside of a red bricked building.,"[""carries"", ""luggage"", ""and blankets""]","[""carries luggage and blankets""]","[""carries luggage and blankets""]","[""carries"", ""luggage and blankets""]"
772,A young man wearing a plaid shirt sings into the microphone and plays his guitar.,"[""sings into the microphone"", ""plays his guitar""]","[""sings into the microphone"", ""plays his guitar""]","[""sings"", ""plays his guitar""]","[""sings into the microphone"", ""plays his guitar""]"
774,A woman is singing and playing guitar.,"[""A woman"", ""singing and playing guitar""]","[""woman"", ""singing"", ""playing guitar""]","[""A woman"", ""singing and playing guitar""]","[""A woman"", ""singing and playing guitar""]"
775,A man in all black holds on to a railing while a white dog wraps itself about his legs.,"[""man"", ""dog""]","[""man"", ""dog""]","[""A man"", ""a white dog""]","[""A man"", ""a white dog""]"
776,A young boy smiling in the woods.,"[""young boy"", ""smiling"", ""in the woods""]","[""young boy"", ""in the woods""]","[""A young boy"", ""in the woods""]","[""young boy"", ""in the woods""]"
777,A man works on installing a floor.,"[""man"", ""installing a floor""]","[""installing a floor""]","[""man"", ""installing a floor""]","[""installing a floor""]"
779,Two women and two small girls are looking over books in a library.,"[""Two women"", ""two small girls"", ""a library""]","[""Two women"", ""two small girls""]","[""Two women"", ""two small girls"", ""in a library""]","[""Two women"", ""two small girls""]"
780,Someone is looking out their window watching the mailman deliver their mail and drive on to the next house.,"[""Someone"", ""is looking out their window watching"", ""the mailman""]","[""Someone""]","[""Someone is looking out their window"", ""watching the mailman""]","[""Someone"", ""watching the mailman""]"
781,Two men with dreadlocks sit on the street while a man in a hat and a man in a leather jacket stand behind them.,"[""Two men with dreadlocks"", ""a man in a hat"", ""a man in a leather jacket""]","[""Two men"", ""a man"", ""a man"", ""on the street""]","[""Two men"", ""a man"", ""a man""]","[""Two men"", ""a man in a hat"", ""a man in a leather jacket""]"
782,five girls dressed alike,"[""five girls"", ""dressed alike""]","[""dressed alike""]","[""dressed alike""]","[""dressed alike""]"
784,A group of performers are attracting a room full of audience members with their notes of music.,"[""performers"", ""attracting a room full of audience members with their notes of music""]","[""performers"", ""attracting"", ""audience members"", ""notes of music""]","[""performers"", ""notes of music""]","[""performers"", ""attracting"", ""audience members"", ""notes of music""]"
786,A group of young children in wheelchairs pull each other through a small village as they are photographed.,"[""are photographed""]","[""young children"", ""photographed""]","[""group of young children"", ""photographed""]","[""children"", ""are photographed""]"
790,A man in an orange uniform standing in front of a building that is billowing smoke.,"[""orange uniform"", ""billowing smoke""]","[""orange uniform"", ""billowing smoke""]","[""A man"", ""in front of a building"", ""billowing smoke""]","[""orange uniform"", ""billowing smoke""]"
793,An elderly woman serving bread to a man and a woman dressed in blue t-shirts and light brown pants,"[""An elderly woman"", ""a man"", ""a woman"", ""serving bread""]","[""An elderly woman"", ""a man"", ""a woman"", ""serving bread""]","[""An elderly woman"", ""a man"", ""a woman"", ""serving bread""]","[""An elderly woman"", ""serving"", ""bread"", ""a man"", ""a woman""]"
794,Military personnel with giant scissors standing under a' Grand Opening' sign.,"[""standing under a ' Grand Opening' sign""]","[""personnel"", ""standing under"", ""' Grand Opening' sign""]","[""personnel"", ""under a"", ""' Grand Opening' sign""]","[""Military personnel"", ""standing under"", ""a 'Grand Opening' sign""]"
795,A man is standing in front of a large gear.,"[""A man"", ""standing in front of"", ""a large gear""]","[""A man"", ""a large gear""]","[""A man"", ""a large gear""]","[""man"", ""standing"", ""gear""]"
796,A man wearing a hat is fishing off of a dock.,"[""fishing""]","[""fishing""]","[""fishing""]","[""A man"", ""is fishing""]"
797,Workers with white t-shirts measure a wooden board.,"[""Workers with white t-shirts"", ""measure"", ""a wooden board""]","[""Workers"", ""measure"", ""a wooden board""]","[""Workers"", ""measure"", ""wooden board""]","[""Workers"", ""measure"", ""wooden board""]"
798,"A festive occasion with an ostrich walking in the street, with balloons in the air and people in colored hats.","[""ostrich walking in the street""]","[""ostrich"", ""in the street""]","[""ostrich"", ""in the street""]","[""an ostrich"", ""in the street""]"
799,Two women in short-shorts and high heels are walking.,"[""Two women"", ""short-shorts"", ""high heels""]","[""Two women"", ""short-shorts"", ""high heels""]","[""Two women"", ""short-shorts""]","[""Two women"", ""short-shorts and high heels""]"
800,A smiling cook is putting sausages on the grill.,"[""putting sausages on the grill""]","[""putting sausages on the grill""]","[""cook"", ""putting sausages on the grill""]","[""smiling cook"", ""putting sausages on the grill""]"
