id,gold_label,bucket_original,coverage_original,pred_original_raw,pred_original_nec,pred_original_suff,pred_original_gho,score_original_nec_flip,score_original_gho_flip,score_original_suff_stay,truth_original_correct,bucket_lexical,coverage_lexical,pred_lexical_raw,pred_lexical_nec,pred_lexical_suff,pred_lexical_gho,score_lexical_nec_flip,score_lexical_gho_flip,score_lexical_suff_stay,truth_lexical_correct,bucket_syntactic,coverage_syntactic,pred_syntactic_raw,pred_syntactic_nec,pred_syntactic_suff,pred_syntactic_gho,score_syntactic_nec_flip,score_syntactic_gho_flip,score_syntactic_suff_stay,truth_syntactic_correct,bucket_pragmatic,coverage_pragmatic,pred_pragmatic_raw,pred_pragmatic_nec,pred_pragmatic_suff,pred_pragmatic_gho,score_pragmatic_nec_flip,score_pragmatic_gho_flip,score_pragmatic_suff_stay,truth_pragmatic_correct
499,contradiction,Local,0.3333,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2667,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.0667,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.1333,contradiction,neutral,contradiction,contradiction,1,0,1,1
500,contradiction,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8333,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,0
501,neutral,Mixed,0.8000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.8000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,1
502,neutral,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1
503,entailment,Local,0.3636,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.3636,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.3636,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.3636,entailment,neutral,neutral,entailment,1,0,0,1
504,neutral,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1
505,contradiction,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,0
506,entailment,Local,0.3571,entailment,neutral,neutral,entailment,1,0,0,1,Mixed,0.4286,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3571,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2857,entailment,neutral,neutral,entailment,1,0,0,1
507,contradiction,Local,0.2500,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1250,contradiction,contradiction,neutral,neutral,0,1,0,1,Local,0.1250,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.1250,contradiction,neutral,neutral,contradiction,1,0,0,1
508,contradiction,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.9375,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.9375,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,0
509,neutral,Local,0.2667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4667,neutral,neutral,neutral,neutral,0,0,1,1
510,neutral,Mixed,0.6154,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7692,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2308,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2308,neutral,neutral,neutral,neutral,0,0,1,1
511,entailment,Mixed,0.5333,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5333,entailment,neutral,entailment,entailment,1,0,1,1
512,entailment,Mixed,0.7500,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1
513,neutral,Global,0.8571,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8571,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1
514,neutral,Local,0.1538,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5385,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1538,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1538,neutral,neutral,neutral,neutral,0,0,1,1
516,entailment,Mixed,0.6667,entailment,neutral,neutral,neutral,1,1,0,1,Global,0.8333,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.7500,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.6667,entailment,neutral,neutral,neutral,1,1,0,1
517,contradiction,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,0
519,contradiction,Local,0.2500,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.0625,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.0625,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.0625,contradiction,contradiction,neutral,contradiction,0,0,0,1
524,entailment,Global,0.8333,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.8333,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.8333,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.8333,entailment,neutral,entailment,entailment,1,0,1,1
526,contradiction,Mixed,0.5385,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4615,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3846,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4615,neutral,neutral,neutral,neutral,0,0,1,0
529,neutral,Local,0.1250,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1250,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1250,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1250,neutral,neutral,neutral,neutral,0,0,1,1
530,neutral,Global,0.8333,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8333,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8333,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1
531,entailment,Mixed,0.6364,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6364,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6364,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5455,entailment,neutral,entailment,entailment,1,0,1,1
532,entailment,Mixed,0.6364,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6364,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4545,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6364,entailment,neutral,entailment,unknown,1,0,1,1
535,contradiction,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,0
538,entailment,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1
539,neutral,Local,0.0500,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0500,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
540,contradiction,Global,1.0000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Global,1.0000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Global,1.0000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.6250,contradiction,neutral,neutral,neutral,1,1,0,1
541,neutral,Mixed,0.5455,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.9091,neutral,unknown,neutral,neutral,0,0,1,1,Mixed,0.5455,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2727,neutral,neutral,neutral,neutral,0,0,1,1
542,contradiction,Local,0.0714,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.0714,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.0714,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.0714,contradiction,neutral,neutral,contradiction,1,0,0,1
543,contradiction,Mixed,0.7500,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0
544,neutral,Local,0.3750,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3750,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3750,neutral,neutral,neutral,neutral,0,0,1,1
545,contradiction,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2143,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,0
546,neutral,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1
547,entailment,Local,0.1765,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.1765,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2353,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.1765,entailment,neutral,neutral,neutral,1,1,0,1
548,neutral,Local,0.3077,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8462,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3077,neutral,neutral,neutral,neutral,0,0,1,1
549,entailment,Local,0.1111,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3889,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1111,neutral,neutral,neutral,neutral,0,0,1,0
550,entailment,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3571,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3571,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1429,entailment,entailment,neutral,neutral,0,1,0,1
551,entailment,Global,0.9167,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.9167,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.9167,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.9167,entailment,neutral,entailment,entailment,1,0,1,1
553,entailment,Local,0.2000,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2000,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.2000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1000,entailment,neutral,neutral,neutral,1,1,0,1
555,neutral,Local,0.3846,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1538,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3846,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3846,neutral,neutral,neutral,neutral,0,0,1,1
556,neutral,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1
557,contradiction,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0
558,neutral,Local,0.3125,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3750,neutral,neutral,neutral,entailment,0,1,1,1,Local,0.3750,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3750,neutral,neutral,neutral,neutral,0,0,1,1
559,contradiction,Local,0.3000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3000,contradiction,neutral,contradiction,contradiction,1,0,1,1
560,contradiction,Local,0.2143,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2857,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2143,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2143,contradiction,neutral,neutral,contradiction,1,0,0,1
561,entailment,Global,0.8750,entailment,neutral,entailment,neutral,1,1,1,1,Global,0.8750,entailment,neutral,entailment,neutral,1,1,1,1,Mixed,0.7500,entailment,neutral,neutral,neutral,1,1,0,1,Global,0.8750,entailment,neutral,entailment,entailment,1,0,1,1
562,neutral,Local,0.0769,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3077,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7692,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6154,neutral,neutral,neutral,neutral,0,0,1,1
563,contradiction,Local,0.3750,contradiction,contradiction,contradiction,contradiction,0,0,1,1,Local,0.2500,contradiction,contradiction,contradiction,contradiction,0,0,1,1,Local,0.3750,contradiction,contradiction,contradiction,contradiction,0,0,1,1,Local,0.3750,contradiction,contradiction,contradiction,contradiction,0,0,1,1
564,contradiction,Local,0.1200,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1600,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3200,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1200,contradiction,neutral,neutral,contradiction,1,0,0,1
565,neutral,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1
567,entailment,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2000,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,1
568,contradiction,Local,0.1000,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.3000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1500,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.0500,contradiction,contradiction,neutral,contradiction,0,0,0,1
569,neutral,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,entailment,0,1,1,1
570,contradiction,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3750,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3750,neutral,neutral,neutral,neutral,0,0,1,0
573,neutral,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
574,neutral,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1429,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1
575,entailment,Mixed,0.6000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3000,entailment,neutral,unknown,neutral,1,1,0,1
577,neutral,Local,0.1333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1333,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1333,neutral,neutral,neutral,neutral,0,0,1,1
578,neutral,Mixed,0.8000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1
579,contradiction,Local,0.1429,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1429,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1429,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1429,contradiction,neutral,neutral,contradiction,1,0,0,1
580,contradiction,Mixed,0.7500,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8333,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.7500,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,0
581,entailment,Mixed,0.5000,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.6000,entailment,neutral,entailment,neutral,1,1,1,1,Mixed,0.7000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7000,entailment,neutral,entailment,entailment,1,0,1,1
583,entailment,Mixed,0.7778,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1111,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.2222,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1
584,neutral,Global,0.8571,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8571,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8571,neutral,neutral,neutral,neutral,0,0,1,1
586,entailment,Mixed,0.5556,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.4444,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5556,entailment,neutral,entailment,neutral,1,1,1,1,Mixed,0.5556,entailment,neutral,neutral,neutral,1,1,0,1
587,contradiction,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,0
588,neutral,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1
589,contradiction,Local,0.3333,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.3333,contradiction,contradiction,neutral,contradiction,0,0,0,1,Mixed,0.6111,contradiction,neutral,neutral,contradiction,1,0,0,1,Mixed,0.5000,contradiction,neutral,contradiction,neutral,1,1,1,1
590,neutral,Mixed,0.5455,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6364,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
591,contradiction,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.8000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,0
592,entailment,Local,0.4000,entailment,neutral,entailment,neutral,1,1,1,1,Local,0.3000,entailment,neutral,entailment,unknown,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3000,entailment,neutral,entailment,entailment,1,0,1,1
593,neutral,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1
594,neutral,Global,0.8667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1
596,entailment,Mixed,0.5714,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5714,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5714,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5714,entailment,neutral,entailment,entailment,1,0,1,1
597,neutral,Mixed,0.7778,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7778,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7778,neutral,neutral,neutral,neutral,0,0,1,1
598,contradiction,Local,0.3077,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3077,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.3077,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3077,contradiction,neutral,contradiction,contradiction,1,0,1,1
599,neutral,Local,0.2308,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2308,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2308,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2308,neutral,neutral,neutral,neutral,0,0,1,1
600,entailment,Mixed,0.6154,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1538,entailment,entailment,entailment,entailment,0,0,1,1,Local,0.1538,entailment,entailment,entailment,entailment,0,0,1,1,Local,0.1538,entailment,entailment,entailment,entailment,0,0,1,1
602,entailment,Local,0.2667,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2667,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2000,entailment,entailment,neutral,neutral,0,1,0,1,Local,0.2000,entailment,entailment,neutral,entailment,0,0,0,1
603,entailment,Mixed,0.7500,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6500,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6500,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6500,entailment,neutral,entailment,entailment,1,0,1,1
604,neutral,Local,0.1333,contradiction,neutral,neutral,contradiction,1,0,0,0,Local,0.1333,contradiction,neutral,neutral,contradiction,1,0,0,0,Local,0.1333,contradiction,neutral,contradiction,contradiction,1,0,1,0,Local,0.1333,contradiction,neutral,neutral,neutral,1,1,0,0
605,neutral,Mixed,0.5385,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2308,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3846,neutral,neutral,neutral,neutral,0,0,1,1
606,neutral,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1
607,entailment,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8571,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,0
609,neutral,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2500,neutral,neutral,unknown,neutral,0,0,0,1
610,entailment,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1250,entailment,entailment,neutral,entailment,0,0,0,1
611,entailment,Mixed,0.4706,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2941,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.4118,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4706,entailment,neutral,neutral,entailment,1,0,0,1
612,neutral,Global,0.8571,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8571,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1
613,entailment,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1
614,neutral,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1
615,neutral,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1
616,contradiction,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1500,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,0
617,neutral,Mixed,0.5385,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3077,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3846,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
618,contradiction,Local,0.1250,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1250,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1250,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3750,contradiction,neutral,contradiction,contradiction,1,0,1,1
619,contradiction,Local,0.0833,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2917,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1667,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1667,contradiction,neutral,contradiction,contradiction,1,0,1,1
620,neutral,Local,0.1765,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1765,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3529,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1765,neutral,neutral,neutral,neutral,0,0,1,1
